ID	类型	重量	排序权重	物件ID	可丢弃	使用等级	全局产出上限	数值用类型	材料类型	冷却时间	冷却组	堆叠上限	最大使用数量	获得即使用	禁止提示第一次获得	目标	[使用]1操作	[使用]1参数1	[使用]1参数2	[使用]1参数3	[使用]1参数4	[使用]1参数5	[使用]2操作	[使用]2参数1	[使用]2参数2	阶数	自动进包	是否分开掉落	饱食度参数	摧毁规则	摧毁返还道具	摧毁返还数量	组ID
100442	2	1	10	71700089				任务道具	2			5														2				0			1013
100443	2	1	10	71700090				任务道具	2			5														2				0			1013
100444	2	1	10	71700091				任务道具	2			5														2				0			1013
100445	2	1	10	71700092				任务道具	2			5														2				0			1013
100450	2	1	10	70710063				任务道具	2			1																		0			
100451	2	1	10	70710064				任务道具	2			7																		0			
100452	2	1	10	70600021				任务道具	2			1																		0			
100453	2	0	201		0			任务道具	2	0	0	2000														3	1			0			
100454	2	1	10	70210102				任务道具	2			1															1			0			
100455	2	1	10	70210102				任务道具	2			1															1			0			
100456	2	1	10	70210102				任务道具	2			1															1			0			
100457	2	0	10					任务道具	2			1															1			0			
100458	2	0	10					任务道具	2			1															1			0			
100459	2	0	10					任务道具	2			1															1			0			
100460	2	1	10	70710071				任务道具	2			1															1			0			
100461	2	1	10	70710072				任务道具	2			1															1			0			
100462	2	1	10	70710073				任务道具	2			1															1			0			
100463	2	1	10	70710074				任务道具	2			1															1			0			
100464	2	1	10	70710075				任务道具	2			1															1			0			
100465	2	1	10	70710076				任务道具	2			1															1			0			
100466	2	1	10	70710077				任务道具	2			1															1			0			
100467	2	0	10					任务道具	2			1															1			0			
100468	2	0	10	71700098				任务道具	2			1															1			0			
100469	2	1	10	70600021				任务道具	2			1																		0			
100470	2	1	10	70600021				任务道具	2			1																		0			
100471	2	1	10	70600021				任务道具	2			1																		0			
100472	2	1	10	70600021				任务道具	2			1																		0			
100473	2	1	10	70210102				任务道具	2			1															1			0			
100474	2	1	10	70210102				任务道具	2			1															1			0			
100475	2	1	10	70210102				任务道具	2			1															1			0			
100476	2	1	10					任务道具	2			1															1			0			
100477	2	1	10					任务道具	2			1															1			0			
100478	2	1	10					任务道具	2			1															1			0			
100479	2	1	10					任务道具	2			1															1			0			
100480	2	1	10	71700110				任务道具	2			5		1			34	50015001								3				0			1014
100481	2	1	10	71700111				任务道具	2			5		1			34	50015002								3				0			1014
100482	2	1	10	71700112				任务道具	2			5		1			34	50015003								3				0			1014
100483	2	1	10	71700113				任务道具	2			5		1			34	50015004								3				0			1014
100484	2	1	10	71700114			1	任务道具	2			5															1			0			
100485	2	1	10					任务道具	2			1																		0			
100486	2	1	10					任务道具	2			1																		0			
100487	2	1	10					任务道具	2			1																		0			
100488	2	1	10					任务道具	2			1																		0			
100489	2	1	10					任务道具	2			1																		0			
100490	2	1	10					任务道具	2			1																		0			
100491	2	1	10					任务道具	2			1																		0			
100492	2	1	10					任务道具	2			1																		0			
100493	2	1	10	70210102				任务道具	2			1															1			0			
100494	2	1	10	70210102				任务道具	2			1															1			0			
100495	2	1	10	70600021				任务道具	2			1																		0			
100496	2	0	10					任务道具	2			100000																		0			
100497	2	1	10					任务道具	2			1																		0			
100498	2	1	10					任务道具	2			1																		0			
100499	2	1	10					任务道具	2			1																		0			
100500	2	1	10	70210102				任务道具	2			1															1			0			
100501	2	1	10	71700099				任务道具	2			1																		0			
100502	2	1	10	71700102				任务道具	2			1																		0			
100503	2	1	10					任务道具	2			1																		0			
100504	2	1	10					任务道具	2			1																		0			
100505	2	1	10					任务道具	2			1																		0			
100506	2	1	10	70210102				任务道具	2			1															1			0			
100507	2	1	10	71700115				任务道具	2			5		1			34	50016001								2				0			1015
100508	2	1	10	71700116				任务道具	2			5		1			34	50016002								2				0			1015
100509	2	1	10	71700117				任务道具	2			5		1			34	50016003								2				0			1015
100510	2	1	10	70210102				任务道具	2			1															1			0			
100511	2	1	10	70210102				任务道具	2			1															1			0			
100512	2	1	10	70210102				任务道具	2			1															1			0			
100513	2	1	10	70600021				任务道具	2			1																		0			
100514	2	1	10	70600021				任务道具	2			1																		0			
100515	2	1	10					任务道具	2			1																		0			
100516	2	1	10					任务道具	2			1																		0			
100517	2	1	10					任务道具	2			1															1			0			
100518	2	1	10					任务道具	2			1															1			0			
100519	2	1	10					任务道具	2			1															1			0			
100520	2	1	10					任务道具	2			1																		0			
100521	2	1	10					任务道具	2			1																		0			
100522	2	1	10					任务道具	2			1																		0			
100523	2	1	10	71700102				任务道具	2			1																		0			
100524	2	1	10	70210102				任务道具	2			1000															1			0			
100525	2	1	10	70710112				任务道具	2			10																		0			
100526	2	1	10					任务道具	2			10																1		0			
100527	2	1	10					任务道具	2			10															1	1		0			
100528	2	0	10					任务道具	2			1															1			0			
100529	2	0	10					任务道具	2			1															1			0			
100530	2	0	10					任务道具	2			1															1			0			
100531	2	0	10					任务道具	2			1															1			0			
100532	2	0	10					任务道具	2			1															1			0			
100533	2	0	406		0			任务道具	2			9															1			0			
100534	2	0	10		0			任务道具	2			1															1			0			
100535	2	1	10					任务道具	2			1															1			0			
100536	2	1	10					任务道具	2			1															1			0			
100537	2	1	10	71700120				任务道具	2			1															1			0			
100538	2	1	10	71700121				任务道具	2			1															1			0			
100539	2	1	10	71700122				任务道具	2			1															1			0			
100540	2	1	10					任务道具	2			1															1			0			
100541	2	1	10					任务道具	2			999																		0			
100542	2	1	10					任务道具	2			1															1			0			
100543	2	1	10					任务道具	2			1															1			0			
100544	2	1	10					任务道具	2			1															1			0			
100545	2	1	10					任务道具	2			1																		0			
100546	2	1	10					任务道具	2			1																		0			
100547	2	1	10					任务道具	2			1																		0			
100548	2	1	10	70710141				任务道具	2			1																		0			
100549	2	1	305	70520005				任务道具	2			999																1		0			
100550	2	1	307	70540018				任务道具	2			999																1		0			
100551	2	1	307	70540019				任务道具	2			999																1		0			
100552	2	1	307	70510004				任务道具	2			999																1		0			
100553	2	1	10					任务道具	2			1															1			0			
100554	2	1	10					任务道具	2			999																		0			
100555	2	1	10					任务道具	2			100000																		0			
100556	2	1	201	70710152				任务道具	2			3																1		0			
100557	2	1	10					任务道具	2			1															1			0			
100558	2	1	10					任务道具	2			1															1			0			
100559	2	1	10					任务道具	2			1															1			0			
100560	2	1	10					任务道具	2			1															1			0			
100561	2	1	10					任务道具	2			1															1			0			
100562	2	1	10	71700123				任务道具	2			1															1			0			
100563	2	1	10					任务道具	2			1															1			0			
100564	2	1	10	71700124				任务道具	2			1																		0			
100565	2	1	10	71700125				任务道具	2			5		1			34	50017001								3				0			1016
100566	2	1	10	71700126				任务道具	2			5		1			34	50017002								3				0			1016
100567	2	1	10	71700127				任务道具	2			5		1			34	50017003								3				0			1016
100568	2	1	10	71700128				任务道具	2			5		1			34	50018001								4				0			1017
100569	2	1	10	71700129				任务道具	2			5		1			34	50018002								4				0			1017
100570	2	1	10	71700130				任务道具	2			5		1			34	50018003								4				0			1017
100571	2	1	10	71700131				任务道具	2			5		1			34	50018004								4				0			1017
100572	2	1	10	71700132				任务道具	2			5		1			34	50018005								4				0			1017
100573	2	1	10	71700133				任务道具	2			5		1			34	50019001								3				0			1018
100574	2	1	10	71700134				任务道具	2			5		1			34	50019002								3				0			1018
100575	2	1	10	71700135				任务道具	2			5		1			34	50019003								3				0			1018
100576	2	1	10	71700136				任务道具	2			5		1			34	50019004								3				0			1018
100577	2	1	10	71700137				任务道具	2			5		1			34	50020001								3				0			1019
100578	2	1	10	71700138				任务道具	2			5		1			34	50020002								3				0			1019
100579	2	1	10	71700139				任务道具	2			5		1			34	50020003								3				0			1019
100580	2	1	10	71700140				任务道具	2			5		1			34	50020004								3				0			1019
100581	2	1	10					任务道具	2			1															1			0			
100582	2	1	10					任务道具	2			1															1			0			
100583	2	1	10	70710170				任务道具	2			1																		0			
100584	2	1	10					任务道具	2			1														5				0			
100585	2	1	10					任务道具	2			1														5				0			
100586	2	1	10	71700141				任务道具	2			5		1			34	50023001								3				0			1022
100587	2	1	10	71700142				任务道具	2			5		1			34	50023002								3				0			1022
100588	2	1	10	71700143				任务道具	2			5		1			34	50023003								3				0			1022
100589	2	1	10	71700144				任务道具	2			5		1			34	50023004								3				0			1022
100590	2	1	10	71700145				任务道具	2			5		1			34	50024001								4				0			1023
100591	2	1	10	71700146				任务道具	2			5		1			34	50024002								4				0			1023
100592	2	1	10	71700147				任务道具	2			5		1			34	50024003								4				0			1023
100593	2	1	10	71700148				任务道具	2			5		1			34	50024004								4				0			1023
100594	2	1	10					任务道具	2			1															1			0			
100595	2	1	10					任务道具	2			10																		0			
100596	2	1	10					任务道具	2			10																		0			
100597	2	1	10					任务道具	2			10																		0			
100598	2	1	10					任务道具	2			10																		0			
100599	2	1	10					任务道具	2			10																		0			
100600	2	1	10					任务道具	2			10																		0			
100601	2	1	10	71700149				任务道具	2			1																		0			
100602	2	1	10					任务道具	2			1															1			0			
100603	2	1	10					任务道具	2			1															1			0			
100604	2	0	10					任务道具	2			1															1			0			
100605	2	0	10					任务道具	2			1															1			0			
100606	2	0	10					任务道具	2			1															1			0			
100607	2	1	10	71700155				任务道具	2			5		1			34	50003004								4				0			1
100608	2	1	10	71700156				任务道具	2			5		1			34	50003008								4				0			1
100609	2	1	10	71700157				任务道具	2			5		1			34	50003009								4				0			1
100610	2	1	10	71700158				任务道具	2			5		1			34	50005006								4				0			4
100611	2	1	10	71700159				任务道具	2			5		1			34	50001004								3				0			3
100612	2	1	10	71700160				任务道具	2			5		1			34	50001006								3				0			3
100613	2	1	10	71700161				任务道具	2			5		1			34	50001007								3				0			3
100614	2	1	10	71700162				任务道具	2			5		1			34	50001008								3				0			3
100615	2	1	10	71700163				任务道具	2			5		1			34	50010003								3				0			1009
100616	2	1	10	71700164				任务道具	2			5														3				0			
100617	2	1	10	71700165				任务道具	2			5																		0			
100618	2	0	10					任务道具	4			999																		0			
100619	2	0	10					任务道具	4			999																		0			
100620	2	0	10					任务道具	2			1																		0			
100621	2	0	10					任务道具	2			1																		0			
100622	2	0	10					任务道具	2			1																		0			
100623	2	1	10	70710196				任务道具	2			3																		0			
100624	2	1	10	71700166				任务道具	2			5		1			34	50025002								3				0			1024
100625	2	1	10					任务道具	2			1															1			0			
100626	2	0	10					任务道具	2			1																		0			
100627	2	0	10					任务道具	2			1																		0			
100628	2	0	10					任务道具	2			1																		0			
100629	2	0	10					任务道具	2			1																		0			
100630	2	0	10					任务道具	2			3																		0			
100631	2	1	10					任务道具	2			1																		0			
100632	2	0	10					任务道具	2			1																		0			
100633	2	0	10					任务道具	2			1																		0			
100634	2	0	10					任务道具	2			1																		0			
100635	2	0	10					任务道具	2			1																		0			
100636	2	0	10				1	任务道具	2			1															1			0			
100637	2	1	10	71700167				任务道具	2			5		1			34	50009003								3				0			1008
100638	2	1	10	71700168				任务道具	2			5		1			34	50009004								3				0			1008
100639	2	1	10	71700169				任务道具	2			5																		0			
100640	2	1	10	71700170				任务道具	2			5		1			34	50025003								3				0			1024
100641	2	1	10	71700171				任务道具	2			5		1			34	50025004								3				0			1024
100642	2	1	10	71700172				任务道具	2			5		1			34	50026001								3				0			1025
100643	2	1	10	71700173				任务道具	2			5		1			34	50026004								3				0			1025
100644	2	1	10	71700174				任务道具	2			5		1			34	50026005								3				0			1025
100645	2	1	10	71700175				任务道具	2			5																		0			
100692	2	1	10	71700176				任务道具	2			5																		0			
100693	2	1	10	71700177				任务道具	2			5																		0			
100646	2	0	10	3				任务道具	2			1																		0			
100647	2	0	10	2				任务道具	2			1																		0			
100648	2	0	10	2				任务道具	2			1																		0			
100649	2	0	10	2				任务道具	2			1																		0			
100650	2	0	10	2				任务道具	2			1																		0			
100651	2	0	10	4				任务道具	2			1																		0			
100652	2	0	10	2				任务道具	2			1																		0			
100653	2	0	10	3				任务道具	2			1																		0			
100654	2	0	10	1				任务道具	2			1																		0			
100655	2	0	10	2				任务道具	2			1																		0			
100656	2	0	10	3				任务道具	2			1																		0			
100657	2	0	10	2				任务道具	2			1																		0			
100658	2	0	10	3				任务道具	2			1																		0			
100659	2	0	10	3				任务道具	2			1																		0			
100660	2	0	10	3				任务道具	2			1																		0			
100661	2	0	10	1				任务道具	2			1																		0			
100662	2	0	10	1				任务道具	2			1																		0			
100663	2	0	10	2				任务道具	2			1																		0			
100664	2	0	10	2				任务道具	2			1																		0			
100665	2	0	10	2				任务道具	2			1																		0			
100666	2	0	10	2				任务道具	2			1																		0			
100667	2	0	10					任务道具	2			2																		0			
100668	2	0	10					任务道具	2			1															1			0			
100669	2	0	10					任务道具	2			1															1			0			
100670	2	0	10					任务道具	2			1															1			0			
100671	2	0	10					任务道具	2			1		1	1	2	10	0									1			0			
100672	2	0	10					任务道具	2			3															1			0			
100673	2	0	10					任务道具	2			3															1			0			
100674	2	0	10					任务道具	2			3															1			0			
100675	2	0	10					任务道具	2			3															1			0			
100676	2	0	10					任务道具	2			3															1			0			
100677	2	0	10					任务道具	2			3															1			0			
100678	2	0	10					任务道具	2			1															1			0			
100679	2	0	10					任务道具	2			1															1			0			
100680	2	0	10					任务道具	2			1															1			0			
100681	2	0	10					任务道具	2			1																		0			
100682	2	0	10					任务道具	2			1																		0			
100683	2	0	10					任务道具	2			1																		0			
100684	2	0	10					任务道具	2			1																		0			
100685	2	0	10					任务道具	2			1																		0			
100686	2	0	10					任务道具	2			1																		0			
100687	2	0	10					任务道具	2			1																		0			
100688	2	0	10					任务道具	2			1																		0			
100689	2	0	10					任务道具	2			1																		0			
100690	2	0	10					任务道具	2			1																		0			
100691	2	1	10	71700144				任务道具	2			5														3				0			1022
100694	2	1	10					任务道具	2			10000																		0			
100695	2	1	10					任务道具	2			1																		0			
100696	2	0	10					任务道具	2			1																		0			
100697	2	0	10					任务道具	2			1																		0			
100698	2	0	10					任务道具	2			1																		0			
100699	2	0	10					任务道具	2			1																		0			
100700	2	0	10					任务道具	2			1																		0			
100701	2	0	10					任务道具	2			1																		0			
100702	2	0	10					任务道具	2			1																		0			
100703	2	0	10	71700178				任务道具	2			1																		0			
100704	2	0	10					任务道具	2			1	1													5				0			
100705	2	1	10					任务道具	2			1																		0			
100706	2	1	10	71700180				任务道具	2			5		1			34	50007009								3				0			1006
100707	2	0	10					任务道具	2			1																		0			
100708	2	0	10					任务道具	2			1																		0			
100709	2	1	10	71700074				任务道具	2			5																		0			
100710	2	1	10					任务道具	2			1																		0			
100711	2	1	10	71700181				任务道具	2			1																		0			
100712	2	1	10	71700182				任务道具	2			1																		0			
100713	2	1	10					任务道具	2			1																		0			
100714	2	1	10					任务道具	2			1																		0			
100715	2	1	10	71700169				任务道具	2			1																		0			
100721	2	1	10					任务道具	2			1																		0			
100722	2	1	10					任务道具	2			1																		0			
100723	2	1	10					任务道具	2			2																		0			
100724	2	1	10	70800017				任务道具	2			1	1				24	70800017								4							
100729	2	1	10					任务道具	2			1																					
100716	2	1	302	70710250				任务道具	2			1																1		0			
100717	2	1	302	70710251				任务道具	2			1																1		0			
100718	2	1	302	70710252				任务道具	2			1																1		0			
100719	2	1	302	70710257				任务道具	2			1																1		0			
100720	2	1	302	70710258				任务道具	2			1																1		0			
100727	2	1	302	70710258				任务道具	2			9999																1		0			
100725	2	0	10					任务道具	2			1																		0			
100726	2	1	10					任务道具	2			1																		0			
100728	2	0	10					任务道具	2			1																		0			
100730	2	1	10	71700185				任务道具	2			5		1			34	50009005								3				0			1008
100731	2	1	10	71700186				任务道具	2			5		1			34	50009006								3				0			1008
100732	2	1	10	71700187				任务道具	2			5		1			34	50027002								3				0			1026
100733	2	1	10	71700188				任务道具	2			5		1			34	50027003								3				0			1026
100734	2	1	10	71700189				任务道具	2			5		1			34	50018006								4				0			1017
100735	2	1	10	71700190				任务道具	2			5		1			34	50018007								4				0			1017
100736	2	1	10	71700191				任务道具	2			5		1			34	50018008								4				0			1017
100737	2	0	10					任务道具	2			1																		0			
100738	2	0	10					任务道具	2			1																		0			
100739	2	1	10					任务道具	2			1																		0			
100740	2	1	10					任务道具	2			1																		0			
100741	2	0	10		0			任务道具	2			999																		0			
100742	2	1	302	70560002				任务道具	2			9999																1		0			
100743	2	1	302	70560004				任务道具	2			9999																1		0			
100744	2	1	10					任务道具	2			9999																		0			
100745	2	1	10					任务道具	2			9999																		0			
100746	2	1	10					任务道具	2			1															1			0			
100747	2	1	10					任务道具	2			3															1			0			
100748	2	1	10					任务道具	2			3														2	1			0			
100749	2	0	10					任务道具	2			1																		0			
100750	2	1	10					任务道具	2			1																		0			
100751	2	0	10		0			任务道具	2			999																		0			
100752	2	0	10					任务道具	2			1																		0			
100753	2	0	10					任务道具	2			1																		0			
100754	2	0	10					任务道具	2			1																		0			
100755	2	0	10					任务道具	2			1																		0			
100756	2	1	10					任务道具	2			3														1	1			0			
100757	2	1	305	70520016				任务道具	2			1																1		0			
100758	2	1	305	70560006				任务道具	2			1																1		0			
100759	2	0	10					任务道具	2			1																		0			
100760	2	0	10					任务道具	2			1																		0			
100761	2	0	10					任务道具	2			1																		0			
100762	2	0	10					任务道具	2			1																		0			
100763	2	0	10					任务道具	2			1																		0			
100766	2	1	10					任务道具	2	0	0	1																		0			
100767	2	1	10	70710335				任务道具	2			1																		0			
100779	2	1	10	71700209				任务道具	2			3																					
100780	2	1	10	71700210				任务道具	2			3																					
100781	2	1	10					任务道具	2			1																					
100782	2	1	10					任务道具	2			1																					
100811	2	0	10					任务道具	2			1																		0			
100812	2	0	10					任务道具	2			1																		0			
100813	2	0	10					任务道具	2			1																		0			
100814	2	0	10					任务道具	2			1																		0			
100815	2	0	10					任务道具	2			99																		0			
100818	2	0	10	2				任务道具	2			99	1																	0			
102001	2	1	210	70590001				能量球	1	5	1	1000	1			2	11	1	50											1			
102002	2	1	210	70590001				能量球	1	5	1	1000	1			2	11	2	50											1			
102003	2	1	210	70590001				能量球	1	5	1	1000	1			2	11	3	50											1			
102004	2	1	210	70590001				能量球	1	5	1	1000	1			2	11	4	50											1			
102005	2	1	210	70590001				能量球	1	5	1	1000	1			2	11	7	50											1			
102006	2	1	210	70590001				能量球	1	5	1	1000	1			2	11	5	50											1			
102007	2	1	210	70590001				能量球	1	5	1	1000	1			2	11	8	50											1			
102008	2	1	210	70590001				能量球	1	5	1	1000	1			2	12	50												1			
103001	2	1	210	70590002				能量球	1	10	2	1000	1			2	11	1	30											1			
103002	2	1	210	70590002				能量球	1	10	2	1000	1			2	11	2	30											1			
103003	2	1	210	70590002				能量球	1	10	2	1000	1			2	11	3	30											1			
103004	2	1	210	70590002				能量球	1	10	2	1000	1			2	11	4	30											1			
103005	2	1	210	70590002				能量球	1	10	2	1000	1			2	11	7	30											1			
103006	2	1	210	70590002				能量球	1	10	2	1000	1			2	11	5	30											1			
103007	2	1	210	70590002				能量球	1	10	2	1000	1			2	11	8	30											1			
103008	2	1	210	70590002				能量球	1	10	2	1000	1			2	12	30												1			
104001	2	1	100	70600021				角色经验书	6			9999	99			3	4	1000								2				0			
104002	2	1	100	70600022				角色经验书	6			9999	99			3	4	5000								3				0			
104003	2	1	100	70600023				角色经验书	6			9999	99			3	4	20000								4				0			
104011	2	1	5	70600031				武器矿石	11			9999					14	400								1				0			
104012	2	1	5	70600032				武器矿石	11			9999					14	2000								2				0			
104013	2	1	5	70600033				武器矿石	11			9999					14	10000								3				0			
104101	2	1	114	70600001				角色突破材料	14			2000														2				0			
104102	2	1	114	70600002				角色突破材料	14			2000														3				0			
104103	2	1	114	70600003				角色突破材料	14			2000														4				0			
104104	2	1	114	70600004				角色突破材料	14			2000														5				0			
104111	2	1	115	70600001				角色突破材料	14			2000														2				0			
104112	2	1	115	70600002				角色突破材料	14			2000														3				0			
104113	2	1	115	70600003				角色突破材料	14			2000														4				0			
104114	2	1	115	70600004				角色突破材料	14			2000														5				0			
104121	2	1	116	70600001				角色突破材料	14			2000														2				0			
104122	2	1	116	70600002				角色突破材料	14			2000														3				0			
104123	2	1	116	70600003				角色突破材料	14			2000														4				0			
104124	2	1	116	70600004				角色突破材料	14			2000														5				0			
104131	2	1	117	70600001				角色突破材料	14			2000														2				0			
104132	2	1	117	70600002				角色突破材料	14			2000														3				0			
104133	2	1	117	70600003				角色突破材料	14			2000														4				0			
104134	2	1	117	70600004				角色突破材料	14			2000														5				0			
104141	2	1	118	70600001				角色突破材料	14			2000														2				0			
104142	2	1	118	70600002				角色突破材料	14			2000														3				0			
104143	2	1	118	70600003				角色突破材料	14			2000														4				0			
104144	2	1	118	70600004				角色突破材料	14			2000														5				0			
104151	2	1	119	70600001				角色突破材料	14			2000														2				0			
104152	2	1	119	70600002				角色突破材料	14			2000														3				0			
104153	2	1	119	70600003				角色突破材料	14			2000														4				0			
104154	2	1	119	70600004				角色突破材料	14			2000														5				0			
104161	2	1	120	70600001				角色突破材料	14			2000														2				0			
104162	2	1	120	70600002				角色突破材料	14			2000														3				0			
104163	2	1	120	70600003				角色突破材料	14			2000														4				0			
104164	2	1	120	70600004				角色突破材料	14			2000														5				0			
104171	2	1	121	70600001				角色突破材料	14			2000														2				0			
104172	2	1	121	70600002				角色突破材料	14			2000														3				0			
104173	2	1	121	70600003				角色突破材料	14			2000														4				0			
104174	2	1	121	70600004				角色突破材料	14			2000														5				0			
104201	2	1	121	70600004					5			2000														2				0			
104301	2	1	122	70600052				天赋书	14			2000														2				0			
104302	2	1	122	70600053				天赋书	14			2000														3				0			
104303	2	1	122	70600054				天赋书	14			2000														4				0			
104304	2	1	123	70600052				天赋书	14			2000														2				0			
104305	2	1	123	70600053				天赋书	14			2000														3				0			
104306	2	1	123	70600054				天赋书	14			2000														4				0			
104307	2	1	124	70600052				天赋书	14			2000														2				0			
104308	2	1	124	70600053				天赋书	14			2000														3				0			
104309	2	1	124	70600054				天赋书	14			2000														4				0			
104310	2	1	125	70600052				天赋书	14			2000														2				0			
104311	2	1	125	70600053				天赋书	14			2000														3				0			
104312	2	1	125	70600054				天赋书	14			2000														4				0			
104313	2	1	126	70600052				天赋书	14			2000														2				0			
104314	2	1	126	70600053				天赋书	14			2000														3				0			
104315	2	1	126	70600054				天赋书	14			2000														4				0			
104316	2	1	127	70600052				天赋书	14			2000														2				0			
104317	2	1	127	70600053				天赋书	14			2000														3				0			
104318	2	1	127	70600054				天赋书	14			2000														4				0			
104319	2	1	128	70600055				天赋书	14			2000														5				0			
105001	2	1	6	70600011					13			1000														1				0			
105002	2	1	6	70600012					13			9999					37	2500								3				0			
105003	2	1	6	70600013					13			9999					37	10000								4				0			
105004	2	1	6	70600014					13			1000														4				0			
106000	2	1	406	70900001					5	1	5	10	1			2	7	20												1			
106001	2	1	406	70900001					5	1	5	10	1			2	8	20												1			
107001	2	0	6	70590004	0			元素神瞳	10			2000															1			0			
107002	2	0	406	70590004	0				5			2000		1	1	2	12	20												0			
107003	2	0	6	70590021	0			元素神瞳	10			2000															1			0			
107004	2								12			1000	99	1			20	1000100								3				0			
107005	2								12			1	1	1												3				0			
107006	2	0	406	70600055	0			地灵龛钥匙	5			2000															1			0			
107007	2	0	406	70600055	0			地灵龛钥匙	5			2000															1			0			
107009	2	0	407		0			体力	24			2000	20				25	106	60							4				0			
107010	2	0	6	70590031	0			元素神瞳	10			2000															1			0			
107011	2	0	6	70590034	0			元素神瞳	10			2000		1	1												1			0			
107012	2	0	407		0			体力	24			2000	20				25	106	60							4				0			
108000	2	0	6		0				1	0	0	2000																		0			
108001	2	0	641		0			食物	1	0	0	2000	1			2	15	120201	300				0			2	1			0			
108002	2	0	641		0			食物	1	0	0	2000	1			2	15	120202	300				0			2	1			0			
108003	2	0	641		0			食物	1	0	0	2000	1			2	15	120203	300				0			2	1			0			
108004	2	0	371		0			食物	1	120	99	2000	1			5	5						15	200101		1	1			0			
108005	2	0	371		0			食物	1	120	99	2000	1			5	5						15	200102		1	1			0			
108006	2	0	371		0			食物	1	120	99	2000	1			5	5						15	200103		1	1			0			
108007	2	0	372		0			食物	1	120	99	2000	1			5	5						15	200101		1	1			0			
108008	2	0	372		0			食物	1	120	99	2000	1			5	5						15	200102		1	1			0			
108009	2	0	372		0			食物	1	120	99	2000	1			5	5						15	200103		1	1			0			
108010	2	0	372		0			食物	1	120	99	2000	1			5	5						15	200104		1	1			0			
108011	2	0	271		0			食物	15	0	0	2000	1			4	15	105101					0			1	1		14,37500	0			
108012	2	0	271		0			食物	15	0	0	2000	1			4	15	105102					0			1	1		14,45000	0			
108013	2	0	271		0			食物	15	0	0	2000	1			4	15	105103					0			1	1		15,55000	0			
108014	2	0	271		0			食物	15	0	0	2000	1			4	15	105104					0			1	1		18,60000	0			
108015	2	0	241		0			食物	15	0	0	2000	1			4	15	100201	31				0			2	1		19,96000	0			
108016	2	0	241		0			食物	15	0	0	2000	1			4	15	100202	31				0			2	1		20,120000	0			
108017	2	0	241		0			食物	15	0	0	2000	1			4	15	100203	31				0			2	1		21,147000	0			
108018	2	0	241		0			食物	15	0	0	2000	1			4	15	100204	31				0			2	1		23,177000	0			
108019	2	0	272		0			食物	15	0	0	2000	1			4	15	100101	31				0			1	1		14,57000	0			
108020	2	0	272		0			食物	15	0	0	2000	1			4	15	100102	31				0			1	1		14,69000	0			
108021	2	0	272		0			食物	15	0	0	2000	1			4	15	100103	31				0			1	1		15,81000	0			
108022	2	0	341		0			食物	1	120	99	2000	1			5	5						15	200201		2	1			0			
108023	2	0	341		0			食物	1	120	99	2000	1			5	5						15	200202		2	1			0			
108024	2	0	341		0			食物	1	120	99	2000	1			5	5						15	200203		2	1			0			
108025	2	0	541		0			食物	1	0	0	2000	1			2	15	110201	300				0			2	1			0			
108026	2	0	541		0			食物	1	0	0	2000	1			2	15	110202	300				0			2	1			0			
108027	2	0	541		0			食物	1	0	0	2000	1			2	15	110203	300				0			2	1			0			
108028	2	0	542		0			食物	1	0	0	2000	1			2	15	140201	300				0			2	1			0			
108029	2	0	542		0			食物	1	0	0	2000	1			2	15	140202	300				0			2	1			0			
108030	2	0	542		0			食物	1	0	0	2000	1			2	15	140203	300				0			2	1			0			
108031	2	0	242		0			食物	15	0	0	2000	1			4	15	105201					0			2	1		20,45000	0			
108032	2	0	242		0			食物	15	0	0	2000	1			4	15	105202					0			2	1		21,62500	0			
108033	2	0	242		0			食物	15	0	0	2000	1			4	15	105203					0			2	1		22,80000	0			
108034	2	0	441		0			食物	1	300	98	2000	1			2	9	40					0			2	1			0			
108035	2	0	441		0			食物	1	300	98	2000	1			2	9	50					0			2	1			0			
108036	2	0	441		0			食物	1	300	98	2000	1			2	9	60					0			2	1			0			
108037	2	0	442		0			食物	1	0	0	2000	1			2	15	230201	900				0			2	1			0			
108038	2	0	442		0			食物	1	0	0	2000	1			2	15	230202	900				0			2	1			0			
108039	2	0	442		0			食物	1	0	0	2000	1			2	15	230203	900				0			2	1			0			
108040	2	0	442		0			食物	1	0	0	2000	1			2	15	230204	1500				0			2	1			0			
108041	2	0	221		0			食物	15	0	0	2000	1			4	15	100301	31				0			3	1		23,195000	0			
108042	2	0	221		0			食物	15	0	0	2000	1			4	15	100302	31				0			3	1		24,267000	0			
108043	2	0	221		0			食物	15	0	0	2000	1			4	15	100303	31				0			3	1		25,336000	0			
108044	2	0	221		0			食物	15	0	0	2000	1			4	15	100304	31				0			3	1		27,423000	0			
108045	2	0	222		0			食物	15	0	0	2000	1			4	15	105301					0			3	1		25,42500	0			
108046	2	0	222		0			食物	15	0	0	2000	1			4	15	105302					0			3	1		26,87500	0			
108047	2	0	222		0			食物	15	0	0	2000	1			4	15	105303					0			3	1		27,135000	0			
108048	2	0	222		0			食物	15	0	0	2000	1			4	15	105304					0			3	1		30,167500	0			
108049	2	0	621		0			食物	1	0	0	2000	1			2	15	120301	300				0			3	1			0			
108050	2	0	621		0			食物	1	0	0	2000	1			2	15	120302	300				0			3	1			0			
108051	2	0	621		0			食物	1	0	0	2000	1			2	15	120303	300				0			3	1			0			
