ID	默认阵营	基础生命值	基础攻击力	基础防御力	暴击率	暴击抗性	暴击伤害	火元素抗性	草元素抗性	水元素抗性	电元素抗性	风元素抗性	冰元素抗性	岩元素抗性	火元素伤害加成	草元素伤害加成	水元素伤害加成	电元素伤害加成	风元素伤害加成	冰元素伤害加成	岩元素伤害加成	[属性成长]1类型	[属性成长]1曲线	[属性成长]2类型	[属性成长]2曲线	[属性成长]3类型	[属性成长]3曲线	元素精通	物理抗性	物理伤害加成	类型	描述	安全等级	服务器脚本	战斗Config	精英词缀	AI	是否AI校验	装备1	装备2	会游泳	[掉落]1ID	[掉落]1血量百分比	[掉落]2ID	[掉落]2血量百分比	[掉落]3ID	[掉落]3血量百分比	击杀掉落ID	全地图奖励	视距等级	是否离线重置	不在指定天气下出生	特性组ID	联机动态属性ID	外观	生物大类ID	安全检测	战斗音乐
22010202	4001	27.168	37.68	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1	防护强化	0		ConfigMonster_Abyss_Ice_01	2003,1014,5002	scout01		50004007			22010016	75	22010016	50	22010016	25	22010036			1		22010201	1		20102		2
22010203	4001	27.168	37.68	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1	灵动强化	0		ConfigMonster_Abyss_Ice_01	2003,5003,5005	scout01		50004007			22010016	75	22010016	50	22010016	25	22010036			1		22010201	1		20102		2
22010204	4001	27.168	37.68	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1	强攻强化	0		ConfigMonster_Abyss_Ice_01	2003,5001	scout01		50004007			22010016	75	22010016	50	22010016	25	22010036			1		22010201	1		20102		2
22010301	4001	27.168	37.68	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1		0		ConfigMonster_Abyss_Water_01		scout01		50004008			22010012	75	22010012	50	22010012	25	22010032			1		22010301	1		20103		2
22010302	4001	27.168	37.68	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1	防护强化	0		ConfigMonster_Abyss_Water_01	1014,5002	scout01		50004008			22010012	75	22010012	50	22010012	25	22010032			1		22010301	1		20103		2
22010303	4001	27.168	37.68	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1	灵动强化	0		ConfigMonster_Abyss_Water_01	5003,5005	scout01		50004008			22010012	75	22010012	50	22010012	25	22010032			1		22010301	1		20103		2
22010304	4001	27.168	37.68	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1	强攻强化	0		ConfigMonster_Abyss_Water_01	5001	scout01		50004008			22010012	75	22010012	50	22010012	25	22010032			1		22010301	1		20103		2
22020101	4001	108.672	37.68	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1		1		ConfigMonster_Invoker_Herald_Water_01		scout01					22010032	66	22010032	33	0	0	22010022			1		22020101	1		20201		5
22020102	4001	108.672	37.68	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1	脱战不消失	1		ConfigMonster_Invoker_Herald_Water_01	9008	scout01					22010032	66	22010032	33	0	0	22010022			1		22020101	1		20201		5
21030101	4001	13.584	25.12	500	0	0	0	0.1	0.1	0.5	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1		0		ConfigMonster_Shaman_Water_01		scout01		50004009			22010012	60	0	0	0	0	22010012					21030101	1		10301		1
21030103	4001	13.584	25.12	500	0	0	0	0.1	0.1	0.5	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1	支援强化	0		ConfigMonster_Shaman_Water_01	5004	scout01		50004009			22010012	60	0	0	0	0	22010012					21030101	1		10301		1
21030201	4001	13.584	25.12	500	0	0	0	0.1	0.5	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1		0		ConfigMonster_Shaman_Grass_01		scout01		50004010			22010013	60	0	0	0	0	22010013					21030201	1		10302		1
21030203	4001	13.584	25.12	500	0	0	0	0.1	0.5	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1	支援强化	0		ConfigMonster_Shaman_Grass_01	5004	scout01		50004010			22010013	60	0	0	0	0	22010013					21030201	1		10302		1
21030301	4001	13.584	25.12	500	0	0	0	0.1	0.1	0.1	0.1	0.5	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1		0		ConfigMonster_Shaman_Wind_01		scout01		50004014			22010015	60	0	0	0	0	22010015					21030301	1		10303		1
21030303	4001	13.584	25.12	500	0	0	0	0.1	0.1	0.1	0.1	0.5	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1	支援强化	0		ConfigMonster_Shaman_Wind_01	5004	scout01		50004014			22010015	60	0	0	0	0	22010015					21030301	1		10303		1
21030304	4001	13.584	25.12	500	0	0	0	0.1	0.1	0.1	0.1	0.5	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1	强攻强化	0		ConfigMonster_Shaman_Wind_01	5001	scout01		50004014			22010015	60	0	0	0	0	22010015					21030301	1		10303		1
21030401	4001	13.584	25.12	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.5	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1		0		ConfigMonster_Shaman_Rock_01		scout01		50004029			22010017	60	0	0	0	0	22010017					21030401	1		10304		1
21030402	4001	13.584	25.12	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.5	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1	支援强化	0		ConfigMonster_Shaman_Rock_01	5004	scout01		50004029			22010017	60	0	0	0	0	22010017					21030401	1		10304		1
21030501	4001	13.584	25.12	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.5	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1		0		ConfigMonster_Shaman_Ice_01		scout01		50004049			22010016	60	0	0	0	0	22010016					21030401	1		10305		1
24010101	4001	95.088	75.36	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.7	0	1	耕地型	1		ConfigMonster_Defender_None_01		scout01					22010040	75	22010040	50	22010040	25	22010030		1	1		24010101	1		40101	1	4
24010201	4001	81.504	87.92	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.5	0	1		1		ConfigMonster_Formathr_None		scout01					22010040	75	22010040	50	22010040	25	22010030		1	1		24010101	1		40102	1	4
24010301	4001	122.256	87.92	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.7	0	1		1		ConfigMonster_Konungmathr_None		scout01					22010040	75	22010040	50	22010040	25	22010030		1	1		24010101	1		40103	1	5
23010101	4001	54.336	37.68	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	-0.2	0	1		0		ConfigMonster_Skirmisher_Male_Fat_SprayGun_Ice_01		scout01		50004040	50004041		22010026	66	22010026	33	0	0	22010026			1		23030101	1		30101		3
23010201	4001	40.752	25.12	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	-0.2	0	1		0		ConfigMonster_Skirmisher_Male_Fat_SprayGun_Water_01		scout01		50004042	50004043		22010022	66	22010022	33	0	0	22010022			1		23030101	1		30102		3
23010301	4001	54.336	50.24	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	-0.2	0	1		0		ConfigMonster_Skirmisher_Male_Strong_GreatHammer_Electric_01		scout01		50004044			22010024	66	22010024	33	0	0	22010024			1		23030101	1		30103		3
23010401	4001	40.752	25.12	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	-0.2	0	1		0		ConfigMonster_Skirmisher_Male_Standard_Staff_Rock_01		scout01		50004045			22010027	66	22010027	33	0	0	22010027			1		23030101	1		30104		3
23010501	4001	40.752	25.12	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	-0.2	0	1		0		ConfigMonster_Skirmisher_Male_Strong_Gloves_Wind_01		scout01		50004047	50004046		22010025	66	22010025	33	0	0	22010025			1		23020101	1		30105		3
23010601	4001	40.752	37.68	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	-0.2	0	1		0		ConfigMonster_Skirmisher_Male_Standard_Rifle_Fire_01		scout01		50004048			22010021	66	22010021	33	0	0	22010021			1		23020101	1		30106		3
23020101	4001	67.92	50.24	500	0	0	0	0.5	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	-0.2	0	1		1		ConfigMonster_Fatuus_Fire_01		scout01		50004021			22010030	66	22010030	33	0	0	22010030			1		23020101	1		30201	1	3
23020102	4001	67.92	50.24	500	0	0	0	0.5	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	-0.2	0	1	强攻强化	1		ConfigMonster_Fatuus_Fire_01	5001	scout01		50004021			22010030	66	22010030	33	0	0	22010030			1		23020101	1		30201		3
23030101	4001	67.92	50.24	500	0	0	0	0.1	0.1	0.1	0.5	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	-0.2	0	1		1		ConfigMonster_Fatuus_Summoner_01	9002	scout01					22010030	66	22010030	33	0	0	22010030			1		23030101	1		30301	1	3
23030102	4001	67.92	50.24	500	0	0	0	0.1	0.1	0.1	0.5	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	-0.2	0	1	强攻强化	1		ConfigMonster_Fatuus_Summoner_01	9002,5001	scout01					22010030	66	22010030	33	0	0	22010030			1		23030101	1		30301		3
23040101	4001	67.92	50.24	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.5	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	-0.2	0	1		1		ConfigMonster_Fatuus_Mage_Ice_01	9002	scout01					22010030	66	22010030	33	0	0	22010030			1		23040101	1		30401	1	3
25010101	4001	32.6016	25.12	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	-0.2	0	1	任务用	0		ConfigMonster_Thoarder_Male_NoWeapon_01		sentry02					22010010	66	22010010	33	0	0	22010030					25010101	1	Thoarder_Male_Strong_NoWeapon_01	50101		1
25010102	4001	32.6016	25.12	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	-0.2	0	1	任务用	0		ConfigMonster_Thoarder_Male_NoWeapon_01		sentry02					22010010	66	22010010	33	0	0	22010030					25010101	1	Thoarder_Male_NoWeapon_01_02	50101		1
25010103	4001	32.6016	25.12	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	-0.2	0	1	任务用	0		ConfigMonster_Thoarder_Male_NoWeapon_01		sentry02					22010010	66	22010010	33	0	0	22010030					25010101	1	Thoarder_Male_NoWeapon_01_03	50101		1
25010104	4001	32.6016	25.12	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	-0.2	0	1	任务用	0		ConfigMonster_Thoarder_Male_NoWeapon_01		sentry02					22010010	66	22010010	33	0	0	22010030					25010101	1	Thoarder_Male_NoWeapon_01_04	50101		1
25010201	4001	16.3008	15.072	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	-0.2	0	1	通用空手	0		ConfigMonster_Thoarder_Male_Standard_NoWeapon_02		sentry02					22010010	66	22010010	33	0	0	22010010					25010101	1	Thoarder_Male_Standard_NoWeapon_02	50102		1
25010203	4001	16.3008	15.072	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	-0.2	0	1	任务用	0		ConfigMonster_Thoarder_Male_Standard_NoWeapon_02		sentry02					22010010	66	22010010	33	0	0	22010010					25010101	1	Thoarder_Male_Standard_NoWeapon_02_03	50102		1
25010204	4001	16.3008	15.072	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	-0.2	0	1	任务用	0		ConfigMonster_Thoarder_Male_Standard_NoWeapon_02		sentry02					22010010	66	22010010	33	0	0	22010010					25010101	1	Monster_Thoarder_Male_Standard_NoWeapon_02_04	50102		1
25010205	4001	16.3008	15.072	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	-0.2	0	1	任务用	0		ConfigMonster_Thoarder_Male_Standard_NoWeapon_03	5101	sentry02					22010010	66	22010010	33	0	0	22010010					25010101	1	Monster_Thoarder_Male_Standard_NoWeapon_02_05	50102		1
25010206	4001	16.3008	15.072	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	-0.2	0	1	PV用	0		ConfigMonster_Thoarder_Male_Standard_NoWeapon_02		sentry02					22010010	66	22010010	33	0	0	22010010					25010101	1	Monster_Thoarder_Male_Standard_NoWeapon_02_06	50102		1
25010207	4001	16.3008	15.072	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	-0.2	0	1	PV用	0		ConfigMonster_Thoarder_Male_Standard_NoWeapon_02		sentry02					22010010	66	22010010	33	0	0	22010010					25010101	1	Monster_Thoarder_Male_Standard_NoWeapon_02_07	50102		1
25010301	4001	21.7344	20.096	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	-0.2	0	1	盗宝团投掷火	0		ConfigMonster_Thoarder_Male_Standard_NoWeapon_Fire_01		sentry02					22010010	66	22010010	33	0	0	22010020					25010101	1	Thoarder_Male_Standard_NoWeapon_Fire_01	50103		1
25010302	4001	21.7344	20.096	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	-0.2	0	1	任务用	0		ConfigMonster_Thoarder_Male_Standard_NoWeapon_Fire_01		sentry02					22010010	66	22010010	33	0	0	22010020					25010101	1	Thoarder_Male_Standard_NoWeapon_Fire_01_02	50103		1
25010401	4001	21.7344	20.096	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	-0.2	0	1	盗宝团投掷水	0		ConfigMonster_Thoarder_Male_Standard_NoWeapon_Water_01		sentry02					22010010	66	22010010	33	0	0	22010020					25010101	1	Thoarder_Male_Standard_NoWeapon_Water_01	50104		1
25010501	4001	21.7344	20.096	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	-0.2	0	1	盗宝团投掷电	0		ConfigMonster_Thoarder_Male_Standard_NoWeapon_Electric_01		sentry02					22010010	66	22010010	33	0	0	22010020					25010101	1	Thoarder_Male_Standard_NoWeapon_Electric_01	50105		1
25010601	4001	21.7344	20.096	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	-0.2	0	1	盗宝团投掷冰	0		ConfigMonster_Thoarder_Male_Standard_NoWeapon_Ice_01		sentry02					22010010	66	22010010	33	0	0	22010020					25010101	1	Thoarder_Male_Standard_NoWeapon_Ice_01	50106		1
25010701	4001	27.168	20.096	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	-0.2	0	1	盗宝团空手胖	0		ConfigMonster_Thoarder_Male_Fat_NoWeapon_01		sentry02					22010010	75	22010010	50	22010010	25	22010020					25030101	1	Thoarder_Male_Fat_NoWeapon_01	50107		1
25020101	4001	27.168	25.12	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	-0.2	0	1	任务用	0		ConfigMonster_Thoarder_Male_Crossbow_01		sentry02		50004025			22010010	66	22010010	33	0	0	22010020					25020101	1	Thoarder_Male_Standard_Crossbow_01	50201		1
25020201	4001	16.3008	15.072	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	-0.2	0	1	任务用	0		ConfigMonster_Thoarder_Male_Standard_Crossbow_02		sentry02		50004025			22010010	66	22010010	33	0	0	22010010					25020101	1	Thoarder_Male_Standard_Crossbow_02	50202		1
25020204	4001	16.3008	15.072	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	-0.2	0	1	任务用	0		ConfigMonster_Thoarder_Male_Standard_Crossbow_02		sentry02		50004025			22010010	66	22010010	33	0	0	22010010					25020101	1	Thoarder_Male_Standard_Crossbow_02_03	50202		1
25030101	4001	40.752	25.12	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	-0.2	0	1	任务用	0		ConfigMonster_Thoarder_Male_Shovel_01		sentry02		50004027			22010020	66	22010020	33	0	0	22010030					25030101	1	Thoarder_Male_Fat_Shovel_01	50301		1
25030201	4001	27.168	20.096	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	-0.2	0	1	盗宝团铲子	0		ConfigMonster_Thoarder_Male_Fat_Shovel_03		sentry02		50004027			22010010	75	22010010	50	22010010	25	22010020					25030101	1	Thoarder_Male_Fat_Shovel_03	50302		1
25030301	4001	27.168	20.096	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	-0.2	0	1	盗宝团船橹	0		ConfigMonster_Thoarder_Male_Fat_Shovel_02		sentry02		50004039			22010010	75	22010010	50	22010010	25	22010020					25030101	1	Thoarder_Male_Fat_Shovel_02	50303		1
25040101	4001	32.6016	25.12	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	-0.2	0	1	任务用	0		ConfigMonster_Thoarder_Female_Hatchet_01		sentry02		50004026			22010010	75	22010010	50	22010010	25	22010020					25040101	1	Thoarder_Female_Standard_Hatchet_01	50401		1
25050101	4001	21.7344	20.096	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	-0.2	0	1	任务用	0		ConfigMonster_LiYue_Sergeant_Male_01		sentry02		50004028			22010010	66	22010010	33	0	0	22010020					25050101	1	Millelith_Male_01	50501		1
25050201	4001	32.6016	25.12	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	-0.2	0	1		0		ConfigMonster_LiYue_Sergeant_Male_02		sentry02		50004030			22010010	75	22010010	50	22010010	25	22010020					25050201	1	Millelith_Male_02	50502		1
25060101	4001	27.168	20.096	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	-0.2	0	1		0		ConfigMonster_Thoarder_MuscleMan_NoWeapon_01		sentry02					22010010	75	22010010	50	22010010	25	22010020					25030101	1	Thoarder_MuscleMan_NoWeapon_01	50601		1
25070101	4001	27.168	20.096	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	-0.2	0	1		0		ConfigMonster_Thoarder_MuscleMan_Hammer_01		sentry02		50004038			22010010	75	22010010	50	22010010	25	22010020					25030101	1	Thoarder_MuscleMan_Hammer_01	50701		1
26010101	4001	40.752	25.12	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.5	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1		0		ConfigMonster_Mimik_Ice_01		sentry02					22010016	75	22010016	50	22010016	25	22010036					26010101	1		60101		1
26010102	4001	40.752	25.12	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.5	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1		0	SubFieldDrop_Mimik_Ice	ConfigMonster_Mimik_Ice_01	5008	sentry02					22010016	75	22010016	50	22010016	25	22010036					26010101	1		60101		1
26010201	4001	40.752	25.12	500	0	0	0	0.5	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1		0		ConfigMonster_Mimik_Fire_01		sentry02					22010011	75	22010011	50	22010011	25	22010031					26010101	1		60102		1
26020101	4001	95.088	62.8	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.7	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.3	0	2		2		ConfigMonster_Regisvine_Ice_01		sentry02					22010036	75	22010036	50	22010036	25	22010036			1		26020101	1		60201	1	7
26020102	4001	149.424	75.36	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.7	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.3	0	2		2		ConfigMonster_Regisvine_Ice_01	5007	sentry02					22010036	75	22010036	50	22010036	25	22010036			1		26020101	101		60201	1	7
26020201	4001	95.088	62.8	500	0	0	0	0.7	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.3	0	2		2		ConfigMonster_Regisvine_Fire_01		sentry02					22010031	75	22010031	50	22010031	25	22010031			1		26020101	1		60202	1	7
26030101	4001	40.752	30.144	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.5	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.3	0	1		1		ConfigMonster_Wyrm_Rock		sentry02					22010017	66	22010017	33	0	0	22010037			1		26020101	1		60301		2
26040101	4001	108.672	37.68	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.5	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.3	0	1		1		ConfigMonster_Drake_Rock	60401	sentry02					22010017	66	22010017	33	0	0	22010037			1		26020101	1		60401		4
26040102	4001	108.672	37.68	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.5	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.3	0	1		1		ConfigMonster_Drake_Rock	60402	sentry02					22010017	66	22010017	33	0	0	22010037			1		26020101	1		60401		4
26040103	4001	108.672	37.68	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.5	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.3	0	1		1		ConfigMonster_Drake_Rock	60403	sentry02					22010017	66	22010017	33	0	0	22010037			1		26020101	1		60401		4
26040104	4001	108.672	37.68	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.5	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.3	0	1		1		ConfigMonster_Drake_Rock	60404	sentry02					22010017	66	22010017	33	0	0	22010037			1		26020101	1		60401		4
26050101	4001	407.52	50.24	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.5	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.3	0	2		2		ConfigMonster_Drake_Primo_Rock	60501	sentry02					22010017	66	22010017	33	0	0	22010037			1		26020101	1		60501	1	7
26050201	4001	407.52	50.24	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.5	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.3	0	2		2		ConfigMonster_Drake_Primo_Rock	60502	sentry02					22010017	66	22010017	33	0	0	22010037			1		26020101	1		60501	1	7
26050301	4001	407.52	50.24	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.5	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.3	0	2		2		ConfigMonster_Drake_Primo_Rock	60503	sentry02					22010017	66	22010017	33	0	0	22010037			1		26020101	1		60501	1	7
26050401	4001	407.52	50.24	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.5	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.3	0	2		2		ConfigMonster_Drake_Primo_Rock	60504	sentry02					22010017	66	22010017	33	0	0	22010037			1		26020101	1		60501	1	7
26060101	4001	6.792	10.048	500	0	0	0	0.1	0.1	0.1	0.5	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	-0.5	0	1		0		ConfigMonster_Cicin_Thunder_01		assist01					22010014	60	0	0	0	0	22010014					26060101	1		60601		1
26060201	4001	6.792	10.048	500	0	0	0	0.1	0.1	0.5	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	-0.5	0	1		0		ConfigMonster_Cicin_Water_01		assist01					22010012	60	0	0	0	0	22010012					26060201	1		60602		1
26060301	4001	6.792	10.048	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.5	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	-0.5	0	1		0		ConfigMonster_Cicin_Ice_01		assist01					22010016	60	0	0	0	0	22010016					26060301	1		60603		1
21010102	4001	13.584	22.608	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1	空手	0		ConfigMonster_Hili_None_01	4001	sentry02	1												1			21010101	102		10101		1
21020102	4001	40.752	30.144	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.3	0	1	木盾	1		ConfigMonster_Brute_None_Shield	1014,4001	scout01			50004012										1	1		21020101	102		10201		2
21020203	4001	27.168	17.584	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1	火斧	1		ConfigMonster_Brute_None_Axe	2001,4001	scout01		50004013											1	1		21020201	102		10202		2
21020302	4001	40.752	30.144	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.3	0	1	岩盾	1		ConfigMonster_Brute_None_Shield	1014,4001	scout01			50004022										1	1		21020101	102		10203		2
21020402	4001	122.256	75.36	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.7	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.5	0	1		1		ConfigMonster_Brute_Ice_None	4001	scout01													1	1		21020401	102		10204	1	4
