台词ID	下一句台词ID	显示类型	[对话角色]类型	[对话角色]ID	情绪模组ID
1902302115	1902302116,1902302117		1	1023	10301
1902302116	1902302119		2		
1902302117	1902302120		2		
1902302119	1902302118		1	1023	10100
1902302120	1902302118		1	1023	10100
1902302118			1	1023	10100
1902303101	1902303102		1	1023	10100
1902303102	1902303103		1	1023	10100
1902303103	1902303104,1902303105		1	1023	10100
1902303104	1902303106		2		
1902303105	1902303106		2		
1902303106	1902303119		1	1023	10100
1902303119	1902303107		1	1023	10100
1902303107	1902303108		1	1023	10100
1902303108	1902303109,1902303110		1	1023	10100
1902303109	1902303111		2		
1902303110	1902303111		2		
1902303111	1902303112		1	1023	10101
1902303112	1902303113		1	1023	10100
1902303113	1902303114,1902303115		1	1023	10100
1902303114	1902303116		2		
1902303115	1902303116		2		
1902303116	1902303117		1	1023	10801
1902303117	1902303118		1	1023	10100
1902303118			1	1023	10100
1902304101			1	1023	
1902304102			1	1023	
1902304103			1	1023	
1902304104			1	1023	
1902305101	1902305102		1	1023	10601
1902305102	1902305103		1	1023	10601
1902305103	1902305104	1	2		
1902305104	1902305105		1	1023	10100
1902305105	1902305106		1	1023	10100
1902305106	1902305107	1	2		
1902305107	1902305108,1902305110		1	1023	10101
1902305108	1902305109		2		
1902305109	1902305112		1	1023	10100
1902305110	1902305111		2		
1902305111	1902305112		1	1023	10100
1902305112	1902305113		1	1023	10100
1902305113	1902305114	1	2		
1902305114	1902305115		1	1023	10201
1902305115	1902305116		1	1023	10201
1902305116	1902305117,1902305119		1	1023	10100
1902305117	1902305118		2		
1902305118	1902305121		1	1023	10201
1902305119	1902305120		2		
1902305120	1902305121		1	1023	10101
1902305121	1902305122		1	1023	10101
1902305122	1902305123,1902305124		1	1023	10101
1902305123	1902305125		2		
1902305124	1902305125		2		
1902305125	1902305126		1	1023	10101
1902305126	1902305127		1	1023	10100
1902305127	1902305128	1	2		
1902305128	1902305129		1	1023	10801
1902305129			1	1023	10100
1902401101	1902401102		1	1023	10100
1902401102	1902401103		1	1023	10100
1902401103	1902401105	1	2		
1902401105	1902401106,1902401107		1	1023	10701
1902401106	1902401108		2		
1902401107	1902401108		2		
1902401108	1902401110		1	1023	10100
1902401110	1902401111	1	2		
1902401111	1902401112		1	1023	10601
1902401112	1902401113		1	1023	10601
1902401113			1	1023	10100
1902401191			2		
1902401192			2		
1902401193			2		
1902401201	1902401202		1	1023	10100
1902401202			1	1023	
1902401301	1902401302		1	1023	10100
1902401302			1	1023	10101
1902401401	1902401402		1	1023	10100
1902401402			1	1023	10100
1902401501	1902401502		1	1023	
1902401502			1	1023	
1902403101	1902403102		1	1023	10101
1902403102	1902403103		1	1023	10100
1902403103	1902403104		1	1023	10100
1902403104	1902403106		1	1023	10101
1902403106	1902403107	1	2		
1902403107	1902403108		1	1023	10201
1902403108	1902403110		1	1023	10201
1902403110	1902403111	1	2		
1902403111	1902403112		1	1023	10100
1902403112	1902403113	1	2		
1902403113	1902403114		1	1023	10100
1902403114	1902403116		1	1023	10100
1902403116	1902403117	1	2		
1902403117			1	1023	10100
1902404101	1902404102		1	1023	10101
1902404102	1902404103		1	1023	10100
1902404103	1902404104		1	1023	10100
1902404104	1902404105		1	1023	10201
1902404105	1902404106		1	1023	10100
1902404106	1902404107	1	2		
1902404107	1902404108		1	1023	10101
1902404108	1902404110		1	1023	10100
1902404110	1902404111	1	2		
1902404111	1902404112		1	1023	10201
1902404112	1902404113	1	2		10100
1902404113	1902404114		1	1023	
1902404114	1902404116		1	1023	10100
1902404116	1902404117	1	2		
1902404117			1	1023	
1902405101	1902405102		1	1023	10601
1902405102	1902405103		1	1023	10100
1902405103	1902405104		1	1023	10100
1902405104	1902405105		1	1023	10100
1902405105	1902405106		1	1023	10701
1902405106			1	1023	10701
1902501101	1902501102		1	10906	
1902501102	1902501103		1	10906	
1902501103	1902501104		1	10901	
1902501104	1902501105		1	10906	
1902501105	1902501106		1	10906	
1902501106	1902501107		1	10901	
1902501107	1902501108		1	10906	
1902501108	1902501109		1	1023	10100
1902501109	1902501110		1	10901	
1902501110	1902501111		1	10906	
1902501111	1902501112,1902501113		1	1023	10100
1902501112	1902501114		2		
1902501113	1902501114		2		
1902501114	1902501115		1	10906	
1902501115	1902501116		1	10906	
1902501116	1902501117		1	10901	
1902501117	1902501118		1	10906	
1902501118			1	10901	
1902501119	1902501120		1	10901	
1902501120	1902501121,1902501122		1	10902	
1902501121	1902501123		2		
1902501122	1902501123		2		
1902501123	1902501124,1902501125		1	10901	
1902501124	1902501126		2		
1902501125	1902501126		2		
1902501126	1902501127		1	10902	
1902501127	1902501128		1	1023	10601
1902501128	1902501129		1	10901	
1902501129	1902501130		1	10902	
1902501130	1902501131		1	10902	
1902501131	1902501132,1902501134		1	1023	10100
1902501132	1902501133		2		
1902501133	1902501136		1	10902	
1902501134	1902501135		2		
1902501135	1902501136		1	10902	
1902501136	1902501137		1	10902	
1902501137	1902501138		1	10901	
1902501138	1902501139		1	10902	
1902501139	1902501141	1	2		
1902501141	1902501142		1	1023	10801
1902501142			1	1023	10100
1902501143	1902501144,1902501145		1	1023	10100
1902501144	1902501146		2		
1902501145	1902501146		2		
1902501146	1902501147		1	1023	10801
1902501147	1902501150	1	2		
1902501150	1902501151		1	1023	10100
1902501151	1902501152		1	1023	10100
1902501152	1902501153		1	1023	10100
1902501153	1902501154		1	1023	10801
1902501154	1902501155,1902501157,1902501159		1	1023	10100
1902501155	1902501156		2		
1902501156	1902501161		1	1023	10801
1902501157	1902501158		2		
1902501158	1902501161		1	1023	10301
1902501159	1902501160		2		
1902501160	1902501161		1	1023	10201
1902501161	1902501162		1	1023	10100
1902501162			1	1023	10100
1902501163	1902501164		1	10902	
1902501164	1902501165		1	1023	10100
1902501165	1902501166		1	10902	
1902501166	1902501167		1	10902	
1902501167	1902501168,1902501170		1	1023	10701
1902501168	1902501169		2		
1902501169	1902501171		1	10902	
1902501170	1902501171		2		
1902501171	1902501172		1	10901	
1902501172	1902501173		1	10902	
1902501173	1902501174		1	1023	10100
1902501174	1902501175		1	10902	
1902501175	1902501176		1	10902	
1902501176	1902501177,1902501178,1902501179		1	1023	10801
1902501177	1902501180		2		
1902501178	1902501180		2		
1902501179	1902501180		2		
1902501180	1902501181		1	1023	10100
1902501181			1	10902	
1902503101	1902503102		1	10902	
1902503102	1902503103		1	10902	
1902503103	1902503104		1	10901	
1902503104	1902503105		1	10902	
1902503105	1902503106		1	1023	10100
1902503106	1902503107		1	10902	
1902503107	1902503108		1	1023	10100
1902503108	1902503109		1	1023	10100
1902503109	1902503110		1	10902	
1902503110	1902503111		1	1023	10801
1902503111	1902503112		1	10902	
1902503112	1902503113,1902503114,1902503115		1	1023	10801
1902503113	1902503117		2		
1902503114	1902503117		2		
1902503115	1902503116		2		
1902503116	1902503117		1	1023	10100
1902503117			1	1023	10100
1902503120	1902503121		1	10902	
1902503121			1	10901	
1902504101	1902504102,1902504104,1902504106		1	1023	10100
1902504102	1902504103		2		
1902504103	1902504108		1	1023	10201
1902504104	1902504105		2		
1902504105	1902504108		1	1023	10601
1902504106	1902504107		2		
1902504107	1902504108		1	1023	10801
1902504108	1902504109		1	1023	10100
1902504109			1	1023	10100
1902504110	1902504111		1	10901	
1902504111	1902504112		1	10902	
1902504112	1902504113		1	10901	
1902504113	1902504114		1	10902	
1902504114	1902504115		1	1023	10101
1902504115	1902504116		1	10901	
1902504116	1902504117		1	10902	
1902504117	1902504118,1902504119		1	1023	
1902504118	1902504120		2		10701
1902504119	1902504120		2		
1902504120	1902504121		1	1023	10801
1902504121	1902504122		1	10902	10100
1902504122			1	10902	
1903001101	1903001102		1	10917	
1903001102	1903001103		1	10917	
1903001103	1903001104		1	1023	10100
1903001104	1903001105		1	1023	10100
1903001105	1903001106	1	2		
1903001106	1903001107		1	10917	
1903001107	1903001108		1	1023	10801
1903001108	1903001109		1	10917	
1903001109	1903001110		1	10917	
1903001110	1903001111		1	10917	
1903001111	1903001112		1	10917	
1903001112	1903001113		1	1023	10100
1903001113	1903001114		1	10917	
1903001114	1903001115,1903001117		1	1023	10601
1903001115	1903001116		2		
1903001116	1903001119		1	1023	10601
1903001117	1903001118		2		
1903001118	1903001119		1	1023	10601
1903001119	1903001120		1	1023	10100
1903001120	1903001121	1	2		
1903001121	1903001122		1	1023	10100
1903001122	1903001123		1	1023	10801
1903001123	1903001125	1	2		
1903001125	1903001126		1	1023	10100
1903001126	1903001127		1	10917	
1903001127	1903001128		1	10917	
1903001128	1903001129		1	10917	
1903001129			1	1023	10801
1903001191			2		
1903001192			2		
1903001201	1903001202		1	10917	
1903001202			1	10917	
1903001203			1	1023	
1903001204			1	1023	
1903001210	1903001211		1	10917	
1903001211			1	10917	
1903001213			1	1023	
1903001214			1	1023	
1903002101	1903002102		1	1023	10100
1903002102	1903002103		1	1023	10601
1903002103	1903002104		1	1023	10601
1903002104	1903002105		1	1023	10100
1903002105	1903002106	1	2		
1903002106	1903002107,1903002109		1	1023	10601
1903002107	1903002108		2		
1903002108	1903002111		1	1023	10601
1903002109	1903002110		2		
1903002110	1903002111		1	1023	10601
1903002111	1903002112		1	1023	10100
1903002112	1903002113		1	1023	10100
1903002113	1903002114		1	1023	10801
1903002114	1903002116	1	2		
1903002116			1	1023	10100
1903003101	1903003102		1	10904	
1903003102	1903003103		1	10903	
1903003103	1903003104		1	10903	
1903003104	1903003105		1	10904	
1903003105	1903003106		1	1023	10100
1903003106	1903003107		1	1023	10401
1903003107	1903003108		1	10904	
1903003108	1903003109		1	10904	
1903003109	1903003110		1	10904	
1903003110	1903003111		1	1023	10100
1903003111	1903003112		1	1023	10100
1903003112	1903003113		1	10904	
1903003113	1903003114		1	1023	10701
1903003114	1903003115		1	10904	
1903003115	1903003116		1	10903	
1903003116	1903003117		1	10903	
1903003117	1903003119		1	1023	10100
1903003119	1903003120	1	2		
1903003120	1903003121		1	1023	10100
1903003121	1903003122		1	10903	
1903003122	1903003123		1	10903	
1903003123	1903003124		1	10903	
1903003124	1903003125		1	10903	
1903003125	1903003126		1	1023	10201
1903003126	1903003127		1	1023	10100
1903003127	1903003128		1	1023	10601
1903003128	1903003129	1	2		
1903003129	1903003130		1	1023	10100
1903003130	1903003131		1	1023	10100
1903003131			1	1023	10100
1903004101	1903004102		1	1023	10100
1903004102	1903004103		1	1023	10601
1903004103	1903004104		1	1023	10100
1903004104	1903004105	1	2		
1903004105	1903004106		1	1023	10100
1903004106	1903004107		1	1023	10100
1903004107			1	1023	10100
1903005101	1903005102		1	10909	
1903005102	1903005103		1	10909	
1903005103	1903005104		1	10908	
1903005104	1903005105		1	10908	
1903005105	1903005106		1	10909	
1903005106	1903005107		1	1023	10501
1903005107	1903005108		1	1023	10100
1903005108	1903005109		1	10908	
1903005109	1903005110		1	10909	
1903005110	1903005111,1903005112		1	1023	10701
1903005111	1903005113	1	2		
1903005113	1903005114		1	1023	10100
1903005114	1903005115		1	1023	10100
1903005115	1903005116		1	10908	
1903005116	1903005117		1	10909	
1903005117	1903005118		1	10909	
1903005118	1903005119		1	10908	
1903005119	1903005120		1	10908	
1903005120	1903005121,1903005122		1	10908	
1903005121	1903005123		2		
1903005122	1903005123		2		
1903005123	1903005124		1	1023	10801
1903005124	1903005125		1	10908	
1903005125	1903005126		1	10909	
1903005126	1903005127		1	10908	
1903005127	1903005128		1	10909	
1903005128	1903005129		1	1023	10801
1903005129			1	1023	10100
1903005140	1903005141		1	10908	
1903005141			1	10909	
1903101101	1903101102		1	1023	10100
1903101102	1903101104		1	1023	10100
1903101104	1903101105	1	2		
1903101105	1903101107		1	1023	10801
1903101107	1903101108	1	2		
1903101108			1	1023	10801
1903101191			2		
1903101192			2		
1903101201			1	1023	10100
1903101311			1	1023	10100
1903101312	1903101313		1	1023	
1903101313			1	1023	
1903101301	1903101303		1	1023	10100
1903101303	1903101304	1	2		
1903101304	1903101305		1	1023	10100
1903101305	1903101306		1	1023	10100
1903101306	1903101307		1	1023	10100
1903101307	1903101308		1	1023	10601
1903101308	1903101309	1	2		
1903101309	1903101310		1	1023	10100
1903101310			1	1023	10100
1903101391			2		
1903101392			2		
1903101401	1903101402		1	1023	10801
1903101402			1	1023	10100
1903101403	1903101404		1	1023	
1903101404			1	1023	
1903102101	1903102102		1	10905	
1903102102	1903102103,1903102104		1	10905	
1903102103	1903102105		2		
1903102104	1903102105		2		
1903102105	1903102106		1	10905	
1903102106	1903102107		1	10905	
1903102107	1903102108,1903102109		1	10905	
1903102108	1903102110		2		
1903102109	1903102110		2		
1903102110	1903102111,1903102114		1	10905	
1903102111	1903102112		2		
1903102112	1903102113		1	10905	
1903102113	1903102117		1	10905	
1903102114	1903102115		2		
1903102115	1903102116		1	10905	
1903102116	1903102117		1	10905	
1903102117	1903102118		1	10905	
1903102118	1903102119	1	2		
1903102119	1903102120		1	10905	
1903102120			1	10905	
1903201101	1903201102		1	1023	10100
1903201102	1903201103		1	1023	10100
1903201103	1903201105	1	2		
1903201105	1903201106		1	1023	10100
1903201106	1903201107		1	1023	10100
1903201107	1903201108		1	1023	10101
1903201108	1903201110		1	1023	10101
1903201110	1903201111	1	2		
1903201111			1	1023	10100
1903201112	1903201113		1	1023	
1903201113			1	1023	
1903201201	1903201202		1	10918	
1903201202	1903201203		1	10918	
1903201203	1903201204	1	2		
1903201204	1903201205		1	10918	
1903201205	1903201206		1	10918	
1903201206	1903201207,1903201208		1	10918	
1903201207	1903201209		2		
1903201208	1903201209		2		
1903201209	1903201210		1	10918	
1903201210	1903201211		1	10918	
1903201211	1903201212		1	10918	
1903201212	1903201213,1903201214		1	10918	
1903201213	1903201215		2		
1903201214	1903201215		2		
1903201215			1	10918	
190311001	190311002		1	1023	10100
190311002	190311003	1	2		
190311003	190311004		1	1023	10701
190311004	190311005,190311006,190311007		1	1023	10100
190311005	190311008		2		
190311006	190311008		2		
190311007	190311008		2		
190311008	190311009		1	1023	10301
190311009	190311010		1	1023	10100
190311010	190311011		1	1023	10100
190311011	190311012,190311013		1	1023	10801
190311012	190311014	1	2		
190311014	190311015		1	1023	10100
190311015			1	1023	10100
1903206101	1903206102		1	1023	
1903206102			1	1023	
1903202101	1903202102		1	1023	10100
1903202102	1903202103	1	2		
1903202103	1903202104		1	1023	10701
1903202104	1903202105,1903202106,1903202107		1	1023	10100
1903202105	1903202108		2		
1903202106	1903202108		2		
1903202107	1903202108		2		
1903202108	1903202109		1	1023	10301
1903202109			1	1023	10100
1903202191			2		
1903202192			2		
1903202201	1903202202		1	1023	10100
1903202202	1903202203		1	1023	10100
1903202203	1903202206	1	2		
1903202206	1903202207		1	1023	10101
1903202207	1903202208		1	1023	10100
1903202208	1903202209		1	1023	10100
1903202209	1903202210,1903202212		1	1023	10101
1903202210	1903202211		2		
1903202211	1903202214		1	1023	10100
1903202212	1903202213		2		
1903202213	1903202214		1	1023	10100
1903202214			1	1023	10100
1903202301	1903202302,1903202303		1	1023	10100
1903202302	1903202304		2		
1903202303	1903202304		2		
1903202304	1903202305		1	1023	10201
1903202305	1903202306		1	1023	10100
1903202306			1	1023	10100
1903202401	1903202402		1	1023	10101
1903202402	1903202403		1	1023	10201
1903202403	1903202404		1	1023	10100
1903202404	1903202405	1	2		
1903202405	1903202406		1	1023	10701
1903202406	1903202407,1903202408,1903202409		1	1023	10100
1903202407	1903202410		2		
1903202408	1903202410		2		
1903202409	1903202410		1	1023	
1903202410	1903202411		1	1023	10301
1903202411			1	1023	10100
1903203101	1903203102		1	10907	
1903203102	1903203103,1903203104		1	10907	
1903203103	1903203105		2		
1903203104	1903203105		2		
1903203105	1903203106		1	10907	
1903203106	1903203107,1903203108		1	10907	
1903203107	1903203109		2		
1903203108	1903203109		2		
1903203109	1903203110		1	10907	
1903203110	1903203111,1903203112		1	10907	
1903203111	1903203113		2		
1903203112	1903203113		2		
1903203113	1903203114		1	10907	
1903203114	1903203115		1	10907	
1903203115	1903203116,1903203118		1	10907	
1903203116	1903203117		2		
1903203117	1903203120		1	10907	
1903203118	1903203119		2		
1903203119	1903203120		1	10907	
1903203120	1903203121		1	10907	
1903203121	1903203122	1	2		
1903203122	1903203123		1	10907	
1903203123	1903203124		1	10907	
1903203124			1	10907	
1903204101	1903204102		1	10918	
1903204102	1903204103		1	10905	
1903204103	1903204104		1	1023	10100
1903204104	1903204105		1	1023	10100
1903204105	1903204106		1	1023	10501
1903204106	1903204107		1	10918	
1903204107	1903204108		1	10918	
1903204108	1903204109		1	1023	10100
1903204109	1903204111		1	1023	10100
1903204111	1903204112	1	2		
1903204112	1903204113		1	10917	
1903204113	1903204114		1	10917	
1903204114	1903204115		1	10917	
1903204115	1903204116		1	10918	
1903204116	1903204117		1	10905	
1903204117	1903204118		1	10918	
1903204118	1903204120		1	10918	
1903204120	1903204121		1	1023	10100
1903204121	1903204122		1	1023	10100
1903204122	1903204123	1	2		
1903204123	1903204124,1903204125		1	1023	10601
1903204124	1903204126		2		
1903204125	1903204126		2		
1903204126	1903204127		1	1023	10601
1903204127	1903204128		1	1023	10100
1903204128	1903204129,1903204130		1	1023	10100
1903204129	1903204148		2		
1903204130	1903204149		2		
1903204148	1903204131		1	1023	10101
1903204149	1903204131		1	1023	10801
1903204131	1903204132		1	1023	10100
1903204132	1903204133	1	2		
1903204133	1903204135		1	1023	10100
1903204135	1903204136	1	2		
1903204136	1903204137		1	1023	10100
1903204137	1903204138,1903204139		1	1023	10100
1903204138	1903204140		2		
1903204139	1903204140		2		
1903204140	1903204141		1	1023	10701
1903204141	1903204142,1903204143		1	1023	10701
1903204142	1903204144		2		
1903204143	1903204144		2		
1903204144	1903204145,1903204146		1	1023	10100
1903204145	1903204147		2		
1903204146	1903204147		2		
1903204147			1	1023	10100
1904101101	1904101102		1	1024	10100
1904101102	1904101103		1	1024	10100
1904101103	1904101104,1904101106		1	1024	10100
1904101104	1904101105		2		
1904101105	1904101107		1	1024	10100
1904101106	1904101107		2		
1904101107	1904101108		1	1024	10801
1904101108	1904101109,1904101111		1	1024	
1904101109	1904101111		2		
1904101110	1904101111		2		
1904101111	1904101112		1	1024	10100
1904101112	1904101113		1	1024	10401
1904101113	1904101114	1	2		
1904101114	1904101115		1	1024	
1904101115	1904101116,1904101118		1	1024	
1904101116	1904101118		2		
1904101117	1904101118		2		
1904101118	1904101119		1	1024	10100
1904101119	1904101120		1	1024	10100
1904101120	1904101121		1	1024	10301
1904101121	1904101122		1	1024	10100
1904101122	1904101123,1904101124		1	1024	10100
1904101123	1904101125		2		
1904101124	1904101125		2		
1904101125	1904101126		1	1024	10801
1904101126	1904101127		1	1024	
1904101127			1	1024	10100
1904101191			2		
1904101192			2		
1904101201	1904101202		1	1024	10701
1904101202	1904101203		1	1024	10100
1904101203	1904101204		1	1024	10601
1904101204	1904101205		1	1024	
1904101205	1904101206		1	1024	10100
1904101206	1904101207	1	2		
1904101207	1904101208		1	1024	10401
1904101208	1904101209		1	1024	10100
1904101209	1904101210,1904101212,1904101215		1	1024	10100
1904101210	1904101211		2		
1904101211	1904101217		1	1024	10101
1904101212	1904101213		2		
1904101213	1904101214		1	1024	10801
1904101214	1904101217		1	1024	
1904101215	1904101216		2		
1904101216	1904101217		1	1024	10701
1904101217			1	1024	10100
1904101291			2		
1904101292			2		
1904101301	1904101302		1	1024	10401
1904101302	1904101303		1	1024	
1904101303	1904101304,1904101306		1	1024	10100
1904101304	1904101305		2		
1904101305	1904101308		1	1024	10201
1904101306	1904101307		2		
1904101307	1904101308		1	1024	10801
1904101308	1904101309		1	1024	10100
1904101309	1904101310		1	1024	10100
1904101310	1904101311		1	1024	10100
1904101311	1904101312		1	1024	10801
1904101312	1904101313		1	1024	
1904101313	1904101314,1904101316		1	1024	10100
1904101314	1904101315		2		
1904101315	1904101318		1	1024	10401
1904101316	1904101317		2		
1904101317	1904101318		1	1024	10701
1904101318	1904101319		1	1024	10100
1904101319			1	1024	10100
1904101391			2		
1904101392			2		
1904101401	1904101402		1	1024	10100
1904101402	1904101403,1904101405		1	1024	10100
1904101403	1904101404		2		
1904101404	1904101407		1	1024	10201
1904101405	1904101406		2		
1904101406	1904101407		1	1024	10801
1904101407	1904101408		1	1024	10100
1904101408	1904101409		1	1024	10100
1904101409			1	1024	10100
1904101501	1904101502		1	1024	10401
1904101502	1904101503		1	1024	
1904101503	1904101504		1	1024	10100
1904101504	1904101505		1	1024	10100
1904101505	1904101506,1904101508		1	1024	10100
1904101506	1904101507		2		
1904101507	1904101510		1	1024	10201
1904101508	1904101509		2		
1904101509	1904101510		1	1024	10801
1904101510			1	1024	10100
1904101601	1904101602		1	1024	10601
1904101602	1904101603		1	1024	10100
1904101603	1904101604		1	1024	10201
1904101604	1904101605		1	1024	10201
1904101605	1904101606,1904101608		1	1024	10100
1904101606	1904101607		2		
1904101607	1904101611		1	1024	10401
1904101608	1904101609		2		
1904101609	1904101610		1	1024	10100
1904101610	1904101611		1	1024	10801
1904101611	1904101612		1	1024	10100
1904101612			1	1024	10100
1904101701	1904101702		1	1024	10401
1904101702			1	1024	10100
1904201101	1904201102		1	1024	10100
1904201102	1904201103		1	1435	
1904201103	1904201104		1	1024	10101
1904201104	1904201105		1	1435	
1904201105	1904201106		1	1024	10100
1904201106	1904201107		1	1435	
1904201107	1904201108		1	1024	10100
1904201108	1904201109		1	1435	
1904201109	1904201110		1	1435	
1904201110	1904201111,1904201113		1	1024	10701
1904201111	1904201112		2		
1904201112	1904201116		1	1024	10701
1904201113	1904201114		2		
1904201114	1904201115		1	1435	
1904201115	1904201116		1	1435	
1904201116	1904201117		1	1024	10100
1904201117	1904201118		1	1024	10100
1904201118	1904201119,1904201120		1	1024	10100
1904201119	1904201121		2		
1904201120	1904201121		2		
1904201121	1904201122		1	1435	
1904201122	1904201123		1	1435	
1904201123	1904201124		1	1024	10301
1904201124	1904201125		1	1024	10100
1904201125	1904201126		1	1024	10401
1904201126	1904201127		1	1435	
1904201127	1904201128,1904201130		1	1435	
1904201128	1904201130		2		
1904201129	1904201130		2		
1904201130	1904201131		1	1024	10100
1904201131	1904201132		1	1024	10100
1904201132			1	1024	10100
1904202101	1904202102		1	1024	10100
1904202102	1904202103		1	1419	
1904202103	1904202104		1	1024	10701
1904202104	1904202105		1	1419	
1904202105	1904202106		1	1419	
1904202106	1904202107		1	1419	
1904202107	1904202108,1904202110		1	1419	
1904202108	1904202109		2		
1904202109	1904202113		1	1024	10100
1904202110	1904202111		2		
1904202111	1904202112		1	1024	10100
1904202112	1904202113		1	1024	10100
1904202113	1904202114		1	1024	10601
1904202114	1904202115		1	1024	10100
1904202115			1	1024	10100
1904203101	1904203102,1904203103		1	1024	10100
1904203102	1904203104		2		
1904203103	1904203104		2		
1904203104	1904203105		1	1024	10401
1904203105	1904203106		1	1024	
1904203106	1904203107,1904203108		1	1024	
1904203107	1904203109		2		
1904203108	1904203109		2		
1904203109	1904203110		1	1024	10100
1904203110	1904203111		1	1024	10100
1904203111	1904203112		1	1024	10100
1904203112	1904203113		1	1024	10201
1904203113	1904203114		1	1024	10201
1904203114	1904203115		1	1024	10100
1904203115	1904203116,1904203117		1	1024	10601
1904203116	1904203119		2		
1904203117	1904203118		2		
1904203118	1904203119		1	1024	10100
1904203119	1904203120		1	1024	10100
1904203120	1904203121		1	1024	10100
1904203121	1904203122,1904203123		1	1024	10301
1904203122	1904203124		2		
1904203123	1904203124		2		
1904203124	1904203125		1	1024	10100
1904203125	1904203126		1	1024	10100
1904203126	1904203127,1904203128		1	1024	10100
1904203127	1904203129		2		
1904203128	1904203129		2		
1904203129	1904203130		1	1024	10100
1904203130	1904203131		1	1024	10301
1904203131	1904203132		1	1024	10301
1904203132	1904203133,1904203135		1	1024	10100
1904203133	1904203134		2		
1904203134	1904203137		1	1024	10801
1904203135	1904203136		2		
1904203136	1904203137		1	1024	10801
1904203137	1904203138		1	1423	
1904203138	1904203139		1	1024	10100
1904203139	1904203140		1	1024	10100
1904203140	1904203141		1	1423	
1904203141	1904203142		1	1423	
1904203142	1904203143		1	1024	10701
1904203143	1904203144		1	1024	10100
1904203144	1904203145		1	1423	
1904203145	1904203146		1	1423	
1904203146	1904203147		1	1423	
1904203147	1904203148,1904203150		1	1024	10100
1904203148	1904203152		2		
1904203149	1904203150		1	1024	10301
1904203150	1904203151		2		
1904203151	1904203152		1	1024	10301
1904203152	1904203153		1	1024	
1904203153	1904203154		1	1024	
1904203154	1904203155		1	1024	10100
1904203155	1904203156		1	1024	10801
1904203156			1	1024	10100
1904301101	1904301102,1904301103		1	1024	10100
1904301102	1904301104		2		
1904301103	1904301104		2		
1904301104	1904301105		1	1024	10701
1904301105	1904301106		1	1024	10100
1904301106	1904301107		1	1024	10601
1904301107	1904301108,1904301110,1904301112		1	1024	10100
1904301108	1904301109		2		
1904301109	1904301114		1	1024	10301
1904301110	1904301111		2		
1904301111	1904301114		1	1024	10801
1904301112	1904301113		2		
1904301113	1904301114		1	1024	10301
1904301114	1904301115		1	1024	10100
1904301115			1	1024	10100
1904302101	1904302102		1	1024	10100
1904302102	1904302103,1904302105		1	1024	10401
1904302103	1904302105		2		
1904302104	1904302105		2		
1904302105	1904302106		1	1024	10100
1904302106	1904302107		1	1024	10101
1904302107			1	1024	10100
1904303101	1904303102,1904303103,1904303104		1	1024	10100
1904303102	1904303105		2		
1904303103	1904303105		2		
1904303104	1904303105		2		
1904303105	1904303106		1	1024	10100
1904303106	1904303107,1904303108		1	1024	10201
1904303107	1904303109		2		
1904303108	1904303109		2		
1904303109	1904303110		1	1024	10100
1904303110	1904303111		1	1024	10101
1904303111	1904303112		1	1024	10101
1904303112	1904303113		1	1024	10100
1904303113	1904303114		1	1024	10100
1904303114	1904303115,1904303118		1	1024	10100
1904303115	1904303116		2		
1904303116	1904303117		1	1024	10301
1904303117	1904303120		1	1024	10301
1904303118	1904303119		2		
1904303119	1904303120		1	1024	10101
1904303120	1904303121		1	1024	10100
1904303121			1	1024	10100
1904304101	1904304102		1	1024	10100
1904304102	1904304103		1	1024	10101
1904304103	1904304104		1	1024	10100
1904304104	1904304105		1	1024	10100
1904304105	1904304106		1	1024	10401
1904304106	1904304107		1	1024	10100
1904304107	1904304108		1	1024	10100
1904304108	1904304109,1904304111		1	1024	10100
1904304109	1904304110		2		
1904304110	1904304113		1	1024	10401
1904304111	1904304112		2		
1904304112	1904304113		1	1024	10801
1904304113	1904304114		1	1024	10100
1904304114	1904304115		1	1024	10401
1904304115	1904304116		1	1024	
1904304116	1904304117,1904304118		1	1024	10100
1904304117	1904304119		2		
1904304118	1904304119		2		
1904304119	1904304120		1	1024	10801
1904304120	1904304121		1	1024	
1904304121	1904304122		1	1413	
1904304122	1904304123		1	1024	10100
1904304123	1904304124		1	1413	
1904304124	1904304125		1	1024	10701
1904304125	1904304126		1	1413	
1904304126	1904304127		1	1024	10100
1904304127	1904304128,1904304129		1	1024	10100
1904304128	1904304130		2		
1904304129	1904304130		2		
1904304130	1904304131		1	1024	10801
1904304131	1904304132		1	1413	
1904304132			1	1024	10100
1904401101	1904401102		1	1024	10100
1904401102	1904401103		1	1024	10201
1904401103	1904401104,1904401106		1	1024	10100
1904401104	1904401105		2		
1904401105	1904401108		1	1024	10601
1904401106	1904401107		2		
1904401107	1904401108		1	1024	10301
1904401108			1	1024	10100
1904402101	1904402102		1	1024	10100
1904402102	1904402103		1	1024	10101
1904402103	1904402104		1	1024	10100
1904402104	1904402105,1904402106		1	1024	10100
1904402105	1904402107		2		
1904402106	1904402107		2		
1904402107	1904402108		1	1024	10101
1904402108			1	1024	10100
1904403101	1904403102		1	1024	10100
1904403102	1904403103	1	2		
1904403103	1904403104		1	1024	10701
1904403104	1904403105		1	1024	10100
1904403105	1904403106		1	1024	10100
1904403106	1904403107		1	1024	
1904403107	1904403108		1	1024	10601
