ID	AbilityName	[参数信息]1参数名	[参数信息]1参数	[参数信息]2参数名	[参数信息]2参数	[参数信息]3参数名	[参数信息]3参数	[参数信息]4参数名	[参数信息]4参数	[参数信息]5参数名	[参数信息]5参数	参数名列表	参数值列表	是否刷新所有AbilitySpecials
100148	LevelEntity_TowerBuff_AvatarHitMonsterHasElec_ImpactDamage	LevelEntity_ImpactDamage	6	ImpactDamageCD	2							LevelEntity_ImpactDamage,ImpactDamageCD	6,2	
100149	LevelEntity_TowerBuff_ElecAddHurtDelta	ElecSubHurtDelta	-0.1	StackingCD	1.2	MaxStackingNum	4	StackDuring	10			ElecSubHurtDelta,StackingCD,MaxStackingNum,StackDuring	-0.1,1.2,4,10	
100150	ActivityAbility_CrystalLink_Trigger_UltimateSkillHitDamage	TriggerCD	3									TriggerCD	3	
100151	ActivityAbility_CrystalLink_Trigger_UseSkill	TriggerCD	3									TriggerCD	3	
100152	ActivityAbility_CrystalLink_Trigger_OnAvatarIn	TriggerCD	3									TriggerCD	3	
100153	ActivityAbility_CrystalLink_Action_UltimateSkillDamageUp	UltimateSkillDamageUpLevel1	0.4	UltimateSkillDamageUpLevel2	0.6	UltimateSkillDamageUpLevel3	0.7	BuffDuration	20			UltimateSkillDamageUpLevel1,UltimateSkillDamageUpLevel2,UltimateSkillDamageUpLevel3,BuffDuration	0.4,0.6,0.7,20	
100154	ActivityAbility_CrystalLink_Action_IncreaseElemMastery	ElemMasteryUpValue1	80	ElemMasteryUpValue2	120	ElemMasteryUpValue3	140	BuffDuration	20			ElemMasteryUpValue1,ElemMasteryUpValue2,ElemMasteryUpValue3,BuffDuration	80,120,140,20	
100155	ActivityAbility_CrystalLink_Action_ChargeEfficiencyUp	ChargeEfficiencyUpRate1	0.5	ChargeEfficiencyUpRate2	0.75	ChargeEfficiencyUpRate3	0.875	BuffDuration	20			ChargeEfficiencyUpRate1,ChargeEfficiencyUpRate2,ChargeEfficiencyUpRate3,BuffDuration	0.5,0.75,0.875,20	
100156	ActivityAbility_CrystalLink_UltimateSkill_AttackUp	AttackUpDuration	15	AttackUpRate	0.05	UltimateAttackUpMaxLevel	8					AttackUpDuration,AttackUpRate,UltimateAttackUpMaxLevel	15,0.05,8	
100157	ActivityAbility_CrystalLink_Trigger_UseSkill_Level2	TriggerCD	3									TriggerCD	3	
100158	ActivityAbility_CrystalLink_Trigger_NormalAttackLanded_Counter	NormalAttack_MaxTime	4	TriggerCD	3							NormalAttack_MaxTime,TriggerCD	4,3	
100159	ActivityAbility_CrystalLink_Trigger_NormalAttackElementalDamage	TriggerCD	3									TriggerCD	3	
100160	ActivityAbility_CrystalLink_Action_NormalAttackDamageUp	NormalAttackDamageUpRate1	0.4	NormalAttackDamageUpRate2	0.6	NormalAttackDamageUpRate3	0.7	BuffDuration	20			NormalAttackDamageUpRate1,NormalAttackDamageUpRate2,NormalAttackDamageUpRate3,BuffDuration	0.4,0.6,0.7,20	
100161	ActivityAbility_CrystalLink_Action_AllElementalDamageUp	AllElementalDamageUpRate1	0.4	AllElementalDamageUpRate2	0.6	AllElementalDamageUpRate3	0.7	BuffDuration	20			AllElementalDamageUpRate1,AllElementalDamageUpRate2,AllElementalDamageUpRate3,BuffDuration	0.4,0.6,0.7,20	
100162	ActivityAbility_CrystalLink_Action_AttackSpeedUp	AttackSpeedUpRate1	0.2	AttackSpeedUpRate2	0.3	AttackSpeedUpRate3	0.35	BuffDuration	20			AttackSpeedUpRate1,AttackSpeedUpRate2,AttackSpeedUpRate3,BuffDuration	0.2,0.3,0.35,20	
100163	ActivityAbility_CrystalLink_QuicklyAttack	AddBuffCD	1	AtkUpRate	0.1	AtkUpDuration	8	MaxLevel	5			AddBuffCD,AtkUpRate,AtkUpDuration,MaxLevel	1,0.1,8,5	
100164	ActivityAbility_CrystalLink_Trigger_ElectricReaction	TriggerCD	3									TriggerCD	3	
100165	ActivityAbility_CrystalLink_Trigger_UseSkill_Level3	TriggerCD	3									TriggerCD	3	
100166	ActivityAbility_CrystalLink_Trigger_ElectricDamage	TriggerCD	3									TriggerCD	3	
100167	ActivityAbility_CrystalLink_Action_SkillDamageUp	SkillDamageUp1	0.4	SkillDamageUp2	0.6	SkillDamageUp3	0.7	BuffDuration	20			SkillDamageUp1,SkillDamageUp2,SkillDamageUp3,BuffDuration	0.4,0.6,0.7,20	
100168	ActivityAbility_CrystalLink_Action_IncreaseElemMastery_Level3	ElemMasteryUpValue1	80	ElemMasteryUpValue2	120	ElemMasteryUpValue3	140	BuffDuration	20			ElemMasteryUpValue1,ElemMasteryUpValue2,ElemMasteryUpValue3,BuffDuration	80,120,140,20	
100169	ActivityAbility_CrystalLink_Action_UltimateSkillDamageUp_Level3	UltimateSkillDamageUpLevel1	0.4	UltimateSkillDamageUpLevel2	0.6	UltimateSkillDamageUpLevel3	0.7	BuffDuration	20			UltimateSkillDamageUpLevel1,UltimateSkillDamageUpLevel2,UltimateSkillDamageUpLevel3,BuffDuration	0.4,0.6,0.7,20	
100170	ActivityAbility_CrystalLink_ElectricDamageUp	ElecAddHurtRate	0.4									ElecAddHurtRate	0.4	
100171	ActivityAbility_CrystalLink_Trigger_RockDamage	TriggerCD	3									TriggerCD	3	
100172	ActivityAbility_CrystalLink_Trigger_Crystallize	TriggerCD	3									TriggerCD	3	
100173	ActivityAbility_CrystalLink_Trigger_RockGadgetDestroyed	TriggerCD	3									TriggerCD	3	
100174	ActivityAbility_CrystalLink_Action_RockDamageUp	RockDamageUpRate1	0.4	RockDamageUpRate2	0.6	RockDamageUpRate3	0.7	BuffDuration	20			RockDamageUpRate1,RockDamageUpRate2,RockDamageUpRate3,BuffDuration	0.4,0.6,0.7,20	
100175	ActivityAbility_CrystalLink_Action_DefenceUp	DefenceUpValue1	0.4	DefenceUpValue2	0.6	DefenceUpValue3	0.7	BuffDuration	20			DefenceUpValue1,DefenceUpValue2,DefenceUpValue3,BuffDuration	0.4,0.6,0.7,20	
100176	ActivityAbility_CrystalLink_Action_CriticalUp	CriticalUpValue1	0.25	CriticalUpValue2	0.375	CriticalUpValue3	0.4375	BuffDuration	20			CriticalUpValue1,CriticalUpValue2,CriticalUpValue3,BuffDuration	0.25,0.375,0.4375,20	
100177	ActivityAbility_CrystalLink_GetRockSeed_DamageUp	DamageUpRate	0.15	DamageUpDuration	8	RockSeedMaxLevel	3					DamageUpRate,DamageUpDuration,RockSeedMaxLevel	0.15,8,3	
100178	ActivityAbility_CrystalLink_Trigger_BeingHealed	TriggerCD	3									TriggerCD	3	
100179	ActivityAbility_CrystalLink_Trigger_HPDown	TriggerCD	3									TriggerCD	3	
100180	ActivityAbility_CrystalLink_Trigger_UseSkill_Level5	TriggerCD	3									TriggerCD	3	
100181	ActivityAbility_CrystalLink_Action_MaxHPUp	MaxHPUpValue1	0.4	MaxHPUpValue2	0.6	MaxHPUpValue3	0.7	BuffDuration	20			MaxHPUpValue1,MaxHPUpValue2,MaxHPUpValue3,BuffDuration	0.4,0.6,0.7,20	
100182	ActivityAbility_CrystalLink_Action_AttackUp	AttackUpValue1	0.35	AttackUpValue2	0.535	AttackUpValue3	0.6225	BuffDuration	20			AttackUpValue1,AttackUpValue2,AttackUpValue3,BuffDuration	0.35,0.535,0.6225,20	
100183	ActivityAbility_CrystalLink_Action_WaterDamageUp	WaterDamageUpRate1	0.4	WaterDamageUpRate2	0.6	WaterDamageUpRate3	0.7	BuffDuration	20			WaterDamageUpRate1,WaterDamageUpRate2,WaterDamageUpRate3,BuffDuration	0.4,0.6,0.7,20	
100184	ActivityAbility_CrystalLink_Skill_UltimateSkill_DamageUp_ByCurHP	UltimateSkillDamageUpRatio	0.5	SkillDamageUpRatio	0.5							UltimateSkillDamageUpRatio,SkillDamageUpRatio	0.5,0.5	
100185	ActivityAbility_CrystalLink_DeathRattle_Corruption_LogicGadget	LoseHP_Amount	25	LoseHP_AmountRatio	0.0025	LoseHPBuff_duration	8	Backstage_HPRatio	0.15			LoseHP_Amount,LoseHP_AmountRatio,LoseHPBuff_duration,Backstage_HPRatio	25,0.0025,8,0.15	
100186	ActivityAbility_CrystalLink_Trigger_HitFrozenTarget	TriggerCD	3									TriggerCD	3	
100187	ActivityAbility_CrystalLink_Trigger_FrozenBroken	TriggerCD	3									TriggerCD	3	
100188	ActivityAbility_CrystalLink_Trigger_Frozen	TriggerCD	3									TriggerCD	3	
100189	ActivityAbility_CrystalLink_Action_WaterDamageUp_Level6	WaterDamageUpRate1	0.4	WaterDamageUpRate2	0.6	WaterDamageUpRate3	0.7	BuffDuration	20			WaterDamageUpRate1,WaterDamageUpRate2,WaterDamageUpRate3,BuffDuration	0.4,0.6,0.7,20	
100190	ActivityAbility_CrystalLink_Action_IceDamageUp	IceDamageUpRate1	0.4	IceDamageUpRate2	0.6	IceDamageUpRate3	0.7	BuffDuration	20			IceDamageUpRate1,IceDamageUpRate2,IceDamageUpRate3,BuffDuration	0.4,0.6,0.7,20	
100191	ActivityAbility_CrystalLink_Action_FrozenDamageUp	FrozenDamageUpRate1	0.4	FrozenDamageUpRate2	0.6	FrozenDamageUpRate3	0.7	BuffDuration	20			FrozenDamageUpRate1,FrozenDamageUpRate2,FrozenDamageUpRate3,BuffDuration	0.4,0.6,0.7,20	
100192	ActivityAbility_CrystalLink_FrozenTarget_DefenceDown	DefecnceDownRate	0.5	DefenceDownDuration	3							DefecnceDownRate,DefenceDownDuration	0.5,3	
100193	LevelEntity_LoopDungeon_UseSkill_GenerateBlastWave	BlastWaveDamageValue	4									BlastWaveDamageValue	4	
100194	ActivityAbility_CrystalLink_FeverUp_CriticalHurtUp	CriticalHurtUp_Level1	0.2	CriticalHurtUp_Level2	0.4	CriticalHurtUp_Level3	0.6	CriticalHurtUp_Level4	0.8			CriticalHurtUp_Level1,CriticalHurtUp_Level2,CriticalHurtUp_Level3,CriticalHurtUp_Level4	0.2,0.4,0.6,0.8	
100195	ActivityAbility_CrystalLink_Trigger_UseSkill_Level6	TriggerCD	3									TriggerCD	3	
100196	ActivityAbility_CrystalLink_Trigger_UseSkill_Level4	TriggerCD	3									TriggerCD	3	
100197	ActivityAbility_CrystalLink_Action_AttackUp_Level4	AttackUpValue1	0.35	AttackUpValue2	0.535	AttackUpValue3	0.6225	BuffDuration	20			AttackUpValue1,AttackUpValue2,AttackUpValue3,BuffDuration	0.35,0.535,0.6225,20	
