ID	类型	重量	排序权重	物件ID	可丢弃	使用等级	全局产出上限	数值用类型	家具ID	名称$text_name_FurnitureName	GadgetID1	GadgetID2	GadgetID3	类型ID1	类型ID2	可配置表面	限制摆放数	特殊家具类型	室内场景ID	舒适度	堆叠上限	Cost	打折Cost	阶数
371210	6		800		0			成品家具	371210	(test)璃月主建筑大门	77200048			6002		0				90	9999	180	117	4
371211	6		800		0			成品家具	371211	(test)璃月主建筑门洞	77200049			6002		0				90	9999	95	71	4
372307	6		1800		0			成品家具	372307	(test)绿叶树	77213015			10003		0				20	9999	200	200	3
372308	6		1800		0			成品家具	372308	(test)绿叶茂盛的树	77213016			10003		0				20	9999	100	100	3
372309	6		1800		0			成品家具	372309	(test)黄叶松树	77213017			10003		0				20	9999	250	250	3
372310	6		1800		0			成品家具	372310	(test)绿叶松树	77213018			10003		0				20	9999	250	250	3
372311	6		1800		0			成品家具	372311	(test)枫叶弯树	77213019			10003		0				20	9999	200	200	3
372312	6		1800		0			成品家具	372312	(test)绿叶弯树	77213020			10003		0				20	9999	100	100	3
372313	6		1800		0			成品家具	372313	(test)黄叶弯树	77213021			10003		0				20	9999	100	100	3
372314	6		1800		0			成品家具	372314	(test)黄叶直树	77213022			10003		0				20	9999	100	100	3
372315	6		1800		0			成品家具	372315	(test)枫叶直树	77213023			10003		0				20	9999	100	100	3
372316	6		1800		0			成品家具	372316	(test)绿叶直树	77213024			10003		0				20	9999	100	100	3
372317	6		1800		0			成品家具	372317	(test)弯竹子	77213025			10003		0				20	9999	50	50	3
372318	6		1800		0			成品家具	372318	(test)茂盛的竹子	77213026			10003		0				20	9999	100	100	3
372319	6		1800		0			成品家具	372319	(test)稀疏的竹子	77213027			10003		0				20	9999	50	50	3
372410	6		1900		0			成品家具	372410	(test)绿叶草堆	77213028			10004		0				10	9999	50	50	2
372411	6		1900		0			成品家具	372411	(test)黄叶草堆	77213029			10004		0				10	9999	50	50	2
372412	6		1900		0			成品家具	372412	(test)红叶草堆	77213030			10004		0				10	9999	50	50	2
372413	6		1900		0			成品家具	372413	(test)散的叶子堆	77213031			10004		0				20	9999	50	50	3
372414	6		1900		0			成品家具	372414	(test)直的叶子堆	77213032			10004		0				20	9999	50	50	3
372415	6		1900		0			成品家具	372415	(test)枫叶绿植	77213033			10004		0				20	9999	50	50	3
372416	6		1900		0			成品家具	372416	(test)黄叶绿植	77213034			10004		0				20	9999	50	50	3
372417	6		1900		0			成品家具	372417	(test)枯萎的绿植	77213035			10004		0				20	9999	50	50	3
372418	6		1900		0			成品家具	372418	(test)茂密的绿植	77213036			10004		0				20	9999	50	50	3
372419	6		1900		0			成品家具	372419	(test)绿黄色直叶子堆	77213037			10004		0				10	9999	50	50	2
372420	6		1900		0			成品家具	372420	(test)散的绿黄色叶子堆	77213038			10004		0				10	9999	50	50	2
372421	6		1900		0			成品家具	372421	(test)红色色直叶子堆	77213039			10004		0				10	9999	50	50	2
372422	6		1900		0			成品家具	372422	(test)散的红色叶子堆	77213040			10004		0				10	9999	50	50	2
372423	6		1900		0			成品家具	372423	(test)绿色直叶子堆	77213041			10004		0				10	9999	50	50	2
372424	6		1900		0			成品家具	372424	(test)散的绿色叶子堆	77213042			10004		0				10	9999	50	50	2
372425	6		1900		0			成品家具	372425	(test)绿色一堆草	77213043			10004		0				10	9999	50	50	2
372426	6		1900		0			成品家具	372426	(test)绿黄一堆草	77213044			10004		0				10	9999	50	50	2
372427	6		1900		0			成品家具	372427	(test)苍绿一堆草	77213045			10004		0				10	9999	50	50	2
372428	6		1900		0			成品家具	372428	(test)绿色两堆草	77213046			10004		0				10	9999	50	50	2
372429	6		1900		0			成品家具	372429	(test)黄色两堆草	77213047			10004		0				10	9999	50	50	2
372430	6		1900		0			成品家具	372430	(test)圆的草堆	77213048			10004		0				20	9999	50	50	3
372431	6		1900		0			成品家具	372431	(test)稍高的绿植	77213049			10004		0				20	9999	50	50	3
372432	6		1900		0			成品家具	372432	(test)稍高的茂密绿植	77213050			10004		0				20	9999	50	50	3
372204	6		1700		0			成品家具	372204	(test)大一点的花岗岩	77214004			10002		0				20	9999	35	24	3
372205	6		1700		0			成品家具	372205	(test)圆的黄色石头	77214005			10002		0				20	9999	35	24	3
372206	6		1700		0			成品家具	372206	(test)立着的黄色石头	77214006			10002		0				20	9999	35	24	3
372207	6		1700		0			成品家具	372207	(test)扁的黄色石头	77214007			10002		0				20	9999	35	24	3
372208	6		1700		0			成品家具	372208	(test)小的黄色石头	77214008			10002		0				20	9999	35	24	3
372209	6		1700		0			成品家具	372209	(test)聚在一起的黄色石头	77214009			10002		0				20	9999	35	24	3
372210	6		1700		0			成品家具	372210	(test)一堆黄色小石头	77214010			10002		0				20	9999	35	24	3
372211	6		1700		0			成品家具	372211	(test)零散的黄色小石头	77214011			10002		0				20	9999	35	24	3
372212	6		1700		0			成品家具	372212	(test)扁的不明显的黄色石头	77214012			10002		0				20	9999	35	24	3
372213	6		1700		0			成品家具	372213	(test)方的黄色石头	77214013			10002		0				20	9999	35	24	3
372214	6		1700		0			成品家具	372214	(test)长的黄色石头	77214014			10002		0				20	9999	35	24	3
372215	6		1700		0			成品家具	372215	(test)圆的蓝色石头	77214015			10002		0				20	9999	35	24	3
372216	6		1700		0			成品家具	372216	(test)长着苔藓的蓝色石头	77214016			10002		0				20	9999	35	24	3
372217	6		1700		0			成品家具	372217	(test)扁的蓝色石头	77214017			10002		0				20	9999	35	24	3
372218	6		1700		0			成品家具	372218	(test)方的蓝色石头、	77214018			10002		0				20	9999	35	24	3
372219	6		1700		0			成品家具	372219	(test)菱形的蓝色石头	77214019			10002		0				20	9999	35	24	3
372220	6		1700		0			成品家具	372220	(test)发光的尖石头	77214020			10002		0				30	9999	35	24	4
372221	6		1700		0			成品家具	372221	(test)发光的黄石头	77214021			10002		0				30	9999	35	24	4
371104	6		900		0			成品家具	371105	(test)蒙德大风车	77200039			6003		0				90	9999	185	185	4
360406	6		2500		0			成品家具	100406	(test)中式花灯	77108011			11003		0				90	9999	305	262	4
362209	6		2400		0			成品家具	362209	(test)中式舞台	77104008			4002		0				90	9999	175	131	4
373115	6		2200		0			成品家具	700121	(test)木水桶	77204033			7001		0				30	9999	35	24	2
373203	6		2300		0			成品家具	700303	(test)木桶盆栽	77204034			7003		0				30	9999	35	24	2
374106	6		3000		0			成品家具	700606	(test)葡萄篱笆	77213051			7006		0				60	9999	95	95	3
374107	6		3000		0			成品家具	700607	(test)木质细围栏	77215002			7006		0				30	9999	35	24	2
374108	6		3000		0			成品家具	700608	(test)木质细围栏2	77215003			7006		0				30	9999	35	24	2
373116	6		2200		0			成品家具	700122	(test)高木杆	77215004			7001		0				30	9999	35	24	2
371107	6		900		0			成品家具	371106	(test)木质简陋棚	77215005			6003		0				30	9999	145	121	2
373117	6		2200		0			成品家具	700123	(test)一捆木柴	77215006			7001		0				30	9999	35	24	2
373118	6		2200		0			成品家具	700124	(test)有布的木箱	77215007			7001		0				60	9999	35	24	3
373311	6		2400		0			成品家具	700511	(test)室外点心组件	77215008			7005		0				60	9999	60	43	3
373312	6		2400		0			成品家具	700512	(test)旅行者用装	77215009			7005		0				60	9999	35	24	3
373119	6		2200		0			成品家具	700125	(test)城市水池盆	77215010			7001		0				60	9999	65	47	3
363310	6		4800		0			成品家具	1100215	(test)室内陶瓷茶具组合	77215011			11002		3				60	9999	35	35	3
374310	6		3200		0			成品家具	700210	(test)带坐垫的阳伞	77203007			7002		0				90	9999	85	64	4
374311	6		3200		0			成品家具	700211	(test)谷歌桌子	77203008			7002		0				90	9999	35	24	4
374403	6		3300		0			成品家具	700403	(test)花园架	77204035			7004		0				90	9999	130	95	4
373120	6		2200		0			成品家具	700126	(test)羽球堆	77204036			7001		0				90	9999	35	24	4
374404	6		3300		0			成品家具	700404	(test)贝壳架	77204037			7004		0				90	9999	35	24	4
373313	6		2400		0			成品家具	700513	(test)艾莉丝留声机	77204038			7005		0				90	9999	35	24	4
373121	6		2200		0			成品家具	700127	(test)大型蓬蓬果气球	77204039			7001		0				60	9999	65	47	3
373122	6		2200		0			成品家具	700128	(test)蒲公英状的指向标	77204040			7001		0				60	9999	35	24	3
373123	6		2200		0			成品家具	700129	(test)木桩	77204041			7001		0				60	9999	35	24	3
373124	6		2200		0			成品家具	700130	(test)邮箱	77204042			7001		0				60	9999	35	24	3
374203	6		3100		0			成品家具	700703	(test)谷歌椅子	77205003			7007		0				90	9999	35	24	4
371109	6		900		0			成品家具	371108	(test)池塘	77215012			6003		0				90	9999	400	400	4
372501	6		2000		0			成品家具			77215014			10005		0	2	2		90	9999	500	500	4
372502	6		2000		0			成品家具			77215016			10005		0	2	2		90	9999	500	500	4
372503	6		2000		0			成品家具			77215018			10005		0	2	2		90	9999	500	500	4
363311	6		4800		0			成品家具			77115014			11002		3				90	9999	85	64	4
374312	6		3200		0			成品家具		(test)桌椅_桌子	77203009			3003		0				60	9999	35	35	3
363312	6		4800		0			成品家具		(test)茶具	77204043			11002		3				60	9999	85	64	3
374204	6		3100		0			成品家具		(test)桌椅_椅子	77205004			4001		0				60	9999	35	35	3
372320	6		1800		0			成品家具		(test)雷樱树	77213052			10003		0				30	9999	550	550	4
372222	6		1700		0			成品家具		(test)假山1	77214022			10002		0				20	9999	35	21	3
372223	6		1700		0			成品家具		(test)假山2	77214023			10002		0				20	9999	35	24	3
373125	6		2200		0			成品家具		(test)石蹲踞	77215023			7001		0				90	9999	125	94	4
373204	6		2300		0			成品家具		(test)盆栽	77215024			7003		0				60	9999	95	95	3
373406	6		2500		0			成品家具		(test)石灯	77215025			7008		0				60	9999	115	97	3
373501	6		3400		0			成品家具		(test)传送点	77215022			7009		0	10	3		90	9999	120	120	4
368134	6				0			成品家具		(test)派蒙	77015009					11		8		100	9999	1500	1500	4
373601	6		3500		0			成品家具	371108	(test)池塘	77215026			7010		0		4		200	9999	1800	1800	4
379001	6		2700		0			成品家具						14001		12		9		0	9999	0	0	4
379002	6		2700		0			成品家具						14001		12		9		0	9999	0	0	4
379003	6		2700		0			成品家具						14001		12		9		0	9999	0	0	4
379004	6		2700		0			成品家具						14001		12		9		0	9999	0	0	4
379005	6		2700		0			成品家具						14001		12		9		0	9999	0	0	4
379006	6		2700		0			成品家具						14001		12		9		0	9999	0	0	4
379007	6		2700		0			成品家具						14001		12		9		0	9999	0	0	4
379008	6		2700		0			成品家具						14001		12		9		0	9999	0	0	4
379009	6		2700		0			成品家具						14001		12		9		0	9999	0	0	4
379010	6		2700		0			成品家具						14001		12		9		0	9999	0	0	4
379011	6		2700		0			成品家具						14001		12		9		0	9999	0	0	4
379012	6		2700		0			成品家具						14001		12		9		0	9999	0	0	4
379013	6		2700		0			成品家具						14001		12		9		0	9999	0	0	4
379014	6		2700		0			成品家具						14001		12		9		0	9999	0	0	4
379015	6		2700		0			成品家具						14001		12		9		0	9999	0	0	4
379016	6		2700		0			成品家具						14001		12		9		0	9999	0	0	4
379017	6		2700		0			成品家具						14001		12		9		0	9999	0	0	4
379018	6		2700		0			成品家具						14001		12		9		0	9999	0	0	4
379019	6		2700		0			成品家具						14001		12		9		0	9999	0	0	4
379020	6		2700		0			成品家具						14001		12		9		0	9999	0	0	4
379021	6		2700		0			成品家具						14001		12		9		0	9999	0	0	4
372601	6		2100		0			成品家具			77002007			10006		9				20	9999	50	25	3
372602	6		2100		0			成品家具			77002008			10006		9				20	9999	50	25	3
372603	6		2100		0			成品家具			77002009			10006		9				20	9999	50	25	3
372604	6		2100		0			成品家具			77002010			10006		9				20	9999	50	25	3
373314	6		2400		0			成品家具	371108	(test)音乐会家具	77204046			7005		0				90	9999	400	400	4
373701	6		2600		0			成品家具			77215027			7011		0		10		30	9999	125	125	4
373702	6		2600		0			成品家具			77215028			7011		0		10		30	9999	125	125	4
373703	6		2600		0			成品家具			77215029			7011		0		10		30	9999	125	125	4
373801	6		2801		0			成品家具			77306001			14002		0		11		0	20	0	0	3
373802	6		2801		0			成品家具			77306002			14002		0		11		0	20	0	0	3
373803	6		2801		0			成品家具			77306003			14002		0		11		0	20	0	0	3
373804	6		2802		0			成品家具			77306004			14002		0		11		0	20	0	0	3
373805	6		2802		0			成品家具			77306005			14002		0		11		0	20	0	0	3
373806	6		2802		0			成品家具			77306006			14002		0		11		0	20	0	0	3
373807	6		2803		0			成品家具			77306007			14002		0		11		0	20	0	0	3
373808	6		2803		0			成品家具			77306008			14002		0		11		0	20	0	0	3
373809	6		2803		0			成品家具			77306009			14002		0		11		0	20	0	0	3
373810	6		2804		0			成品家具			77306010			14002		0		11		0	9999	0	0	3
373811	6		2804		0			成品家具			77306011			14002		0		11		0	9999	0	0	3
373812	6		2804		0			成品家具			77306012			14002		0		11		0	9999	0	0	3
373813	6		2805		0			成品家具			77306013			14002		0		11		0	9999	0	0	3
373814	6		2805		0			成品家具			77306014			14002		0		11		0	9999	0	0	3
373815	6		2805		0			成品家具			77306015			14002		0		11		0	9999	0	0	3
373816	6		2806		0			成品家具			77306016			14002		0		11		0	9999	0	0	3
373817	6		2806		0			成品家具			77306017			14002		0		11		0	9999	0	0	3
373818	6		2806		0			成品家具			77306018			14002		0		11		0	9999	0	0	3
373819	6		2807		0			成品家具			77306019			14002		0		11		0	9999	0	0	3
373820	6		2807		0			成品家具			77306020			14002		0		11		0	9999	0	0	3
373821	6		2807		0			成品家具			77306021			14002		0		11		0	9999	0	0	3
373900	6				0						70290175					0		10		0	9999	0	0	1
370601	6		1500		0			成品家具			77200050			13004		0				60	9999	50	36	3
370602	6		1500		0			成品家具			77200051			13004		0				90	9999	160	118	4
370310	6		1300		0			成品家具			77200052			6005		0				60	9999	155	117	3
371110	6		900		0			成品家具			77200053			6003		0				90	9999	95	71	4
373126	6		2200		0			成品家具			77204044			7001		0				60	9999	40	28	3
373127	6		2200		0			成品家具			77204045			7001		0				90	9999	35	24	4
373407	6		2500		0			成品家具			77208006			7008		0				60	9999	85	74	3
373408	6		2500		0			成品家具			77208007			7008		0				60	9999	115	97	3
373409	6		2500		0			成品家具			77208008			7008		0				60	9999	115	97	3
373205	6		2300		0			成品家具			77213053			7003		0				10	9999	70	70	2
374501	6		3600		0			成品家具			77216001			7012		15				60	9999	35	24	3
374502	6		3600		0			成品家具			77216002			7012		15				60	9999	35	24	3
374503	6		3600		0			成品家具			77216003			7012		15				60	9999	35	24	3
360103	6		200		0			成品家具						1001		7		1		30	9999	0	0	3
360303	6		400		0			成品家具						1003		2		1		30	9999	0	0	3
360203	6		300		0			成品家具						1002		6		1		30	9999	0	0	3
364403	6		700		0			成品家具						1006		10		1		30	9999	0	0	3
375103	6		100		0			成品家具	1200101	(test)稻妻主建筑	77200098			12001		13		6	2203	750	9999	580	580	5
364303	6		600		0			成品家具						1005		4		1		30	9999	0	0	3
371212	6		800		0			成品家具			77200109			6002		0				90	9999	160	118	4
371213	6		800		0			成品家具			77200054			6002		0				60	9999	35	24	3
371214	6		800		0			成品家具			77200055			6002		0				60	9999	65	47	3
371215	6		800		0			成品家具			77200056			6002		0				60	9999	65	47	3
370603	6		1500		0			成品家具			77200057			13004		0				90	9999	410	204	4
370604	6		1500		0			成品家具			77200058			13004		0				60	9999	610	404	3
370605	6		1500		0			成品家具			77200059			13004		0				60	9999	760	504	3
370606	6		1500		0			成品家具			77200060			13004		0				60	9999	610	354	3
370607	6		1500		0			成品家具			77200061			13004		0				60	9999	1235	716	3
370608	6		1500		0			成品家具			77200062			13004		0				60	9999	285	141	3
370609	6		1500		0			成品家具			77200063			13004		0				60	9999	95	47	3
370610	6		1500		0			成品家具			77200064			13004		0				60	9999	220	110	3
370611	6		1500		0			成品家具			77200065			13004		0				60	9999	90	44	3
370612	6		1500		0			成品家具			77200066			13004		0				60	9999	325	162	3
370613	6		1500		0			成品家具			77200067			13004		0				60	9999	95	61	3
370614	6		1500		0			成品家具			77200068			13004		0				60	9999	145	71	3
370615	6		1500		0			成品家具			77200069			13004		0				90	9999	230	114	4
370616	6		1500		0			成品家具			77200070			13004		0				90	9999	405	201	4
370617	6		1500		0			成品家具			77200071			13004		0				90	9999	220	165	4
370505	6		1400		0			成品家具			77200072			6006		0				60	9999	145	108	3
370507	6		1400		0			成品家具			77200074			6006		0				30	9999	35	24	2
371216	6		800		0			成品家具			77200075			6002		0				30	9999	55	39	2
371217	6		800		0			成品家具			77200076			6002		0				30	9999	35	24	2
370618	6		1500		0			成品家具			77200077			13004		0				60	9999	120	89	3
370619	6		1500		0			成品家具			77200078			13004		0				90	9999	255	126	4
370620	6		1500		0			成品家具			77200079			13004		0				60	9999	110	54	3
370621	6		1500		0			成品家具			77200080			6002		0				60	9999	105	78	3
371218	6		800		0			成品家具			77200081			6002		0				60	9999	35	24	3
371219	6		800		0			成品家具			77200082			6002		0				60	9999	35	24	3
371220	6		800		0			成品家具			77200083			6002		0				60	9999	35	24	3
371112	6		900		0			成品家具			77200085			6003		0				60	9999	35	24	3
370623	6		1500		0			成品家具			77200087			13004		0				90	9999	410	343	4
373315	6		2400		0			成品家具			77200088			7005		0				60	9999	125	94	3
373128	6		2200		0			成品家具			77200089			7001		0				30	9999	40	29	2
370508	6		1400		0			成品家具			77200090			6006		0				60	9999	85	62	3
370509	6		1400		0			成品家具			77200091			6006		0				60	9999	95	72	3
370624	6		1500		0			成品家具			77200092			13004		0				90	9999	510	304	4
370625	6		1500		0			成品家具			77200093			13004		0				90	9999	250	125	4
371221	6		800		0			成品家具			77200094			6002		0				90	9999	160	118	4
371222	6		800		0			成品家具			77200095			6002		0				90	9999	160	118	4
370510	6		1400		0			成品家具			77200096			6006		0				90	9999	195	171	4
370511	6		1400		0			成品家具			77200097			6006		0				90	9999	260	218	4
370626	6		1500		0			成品家具			77200099			13004		0				90	9999	235	166	4
371113	6		900		0			成品家具			77200100			6002		0				90	9999	130	97	4
371114	6		900		0			成品家具			77200101			6002		0				90	9999	125	94	4
371115	6		900		0			成品家具			77200102			6002		0				90	9999	125	94	4
370627	6		1500		0			成品家具			77200103			13004		0				90	9999	125	92	4
371223	6		800		0			成品家具			77200104			6002		0				90	9999	125	94	4
371224	6		800		0			成品家具			77200105			6002		0				90	9999	95	61	4
371225	6		800		0			成品家具			77200106			6002		0				90	9999	95	47	4
371226	6		800		0			成品家具			77200107			6002		0				90	9999	95	71	4
374313	6		3200		0			成品家具			77203010			7002		0				30	9999	35	24	2
374314	6		3200		0			成品家具			77203011			7002		0				30	9999	35	24	4
374205	6		3100		0			成品家具			77205005			7007		0				30	9999	35	24	2
374206	6		3100		0			成品家具			77205006			7007		0				30	9999	35	24	4
373410	6		2500		0			成品家具			77208009			7008		0				30	9999	165	147	2
373411	6		2500		0			成品家具			77208010			7008		0				60	9999	145	121	3
373412	6		2500		0			成品家具			77208011			7008		0				60	9999	115	97	3
373413	6		2500		0			成品家具			77208012			7008		0				30	9999	65	47	2
373414	6		2500		0			成品家具			77208013			7008		0				30	9999	115	97	2
373415	6		2500		0			成品家具			77208014			7008		0				30	9999	115	97	2
373416	6		2500		0			成品家具			77208015			7008		0				60	9999	115	97	3
373316	6		2400		0			成品家具			77204047			7005		0				60	9999	65	47	3
373317	6		2400		0			成品家具			77204048			7005		0				60	9999	35	24	3
373318	6		2400		0			成品家具			77204049			7005		0				60	9999	35	24	3
373319	6		2400		0			成品家具			77204050			7005		0				30	9999	35	24	2
373320	6		2400		0			成品家具			77204051			7005		0				30	9999	35	24	2
373321	6		2400		0			成品家具			77204052			7005		0				60	9999	35	24	3
373322	6		2400		0			成品家具			77204053			7005		0				60	9999	65	47	3
373323	6		2400		0			成品家具			77204054			11002		3				60	9999	35	24	3
373324	6		2400		0			成品家具			77204055			11002		3				60	9999	35	24	3
373325	6		2400		0			成品家具			77204056			11002		3				60	9999	65	47	3
373326	6		2400		0			成品家具			77204057			11002		3				60	9999	65	47	3
373129	6		2200		0			成品家具			77204058			7001		0				30	9999	35	24	2
373130	6		2200		0			成品家具			77204059			7001		0				30	9999	65	47	2
373131	6		2200		0			成品家具			77204060			7001		0				30	9999	65	47	2
373327	6		2400		0			成品家具			77204061			7005		0				60	9999	160	117	3
373328	6		2400		0			成品家具			77204062			7005		0				60	9999	95	71	3
373329	6		2400		0			成品家具			77204063			7005		0				60	9999	35	24	3
372224	6		1700		0			成品家具			77204064			10002		0				20	9999	35	24	3
373330	6		2400		0			成品家具			77204065			4002		0				90	9999	35	24	4
373331	6		2400		0			成品家具			77204066			7005		0				60	9999	160	118	3
374109	6		3000		0			成品家具			77207003			7006		0				60	9999	95	95	3
374110	6		3000		0			成品家具			77207004			7006		0				60	9999	65	65	3
374111	6		3000		0			成品家具			77207005			7006		0				60	9999	65	65	3
373332	6		2400		0			成品家具			77215030			7005		0				30	9999	35	24	2
373132	6		2200		0			成品家具			77215031			7001		0				30	9999	35	24	2
373133	6		2200		0			成品家具			77215032			7001		0				30	9999	35	24	2
372321	6		1800		0			成品家具			77213054			10003		0				20	9999	50	50	3
372322	6		1800		0			成品家具			77213055			10003		0				20	9999	100	100	3
372323	6		1800		0			成品家具			77213056			10003		0				20	9999	100	100	3
372324	6		1800		0			成品家具			77213057			10003		0				20	9999	300	300	3
372325	6		1800		0			成品家具			77213058			10003		0				20	9999	50	50	3
372326	6		1800		0			成品家具			77213059			10003		0				20	9999	100	100	3
372327	6		1800		0			成品家具			77213060			10003		0				20	9999	150	150	3
372328	6		1800		0			成品家具			77213061			10003		0				20	9999	50	50	3
372329	6		1800		0			成品家具			77213062			10003		0				20	9999	50	50	3
372330	6		1800		0			成品家具			77213063			10003		0				20	9999	200	200	3
372331	6		1800		0			成品家具			77213064			10003		0				20	9999	50	50	3
372332	6		1800		0			成品家具			77213065			10003		0				20	9999	100	100	3
372433	6		1900		0			成品家具			77213066			10004		0				20	9999	50	50	3
372434	6		1900		0			成品家具			77213067			10004		0				20	9999	50	50	3
372435	6		1900		0			成品家具			77213068			10004		0				20	9999	50	50	3
372436	6		1900		0			成品家具			77213069			10004		0				20	9999	50	50	3
372437	6		1900		0			成品家具			77213070			10004		0				20	9999	50	50	3
372438	6		1900		0			成品家具			77213071			10004		0				20	9999	50	50	3
372439	6		1900		0			成品家具			77213072			10004		0				20	9999	50	50	3
372225	6		1700		0			成品家具			77215033			10002		0				10	9999	35	24	2
372226	6		1700		0			成品家具			77215034			10002		0				10	9999	65	47	2
363313	6		4800		0			成品家具			77115015			11002		3				60	9999	85	64	3
362210	6		2400		0			成品家具			77115016			4002		0				30	9999	85	64	2
363206	6		4700		0			成品家具			77115017			11001		3				60	9999	169	127	3
363207	6		4700		0			成品家具			77115018			11001		3				60	9999	169	127	3
363208	6		4700		0			成品家具			77115019			11001		3				60	9999	169	127	3
363314	6		4800		0			成品家具			77115020			11002		3				60	9999	169	127	3
361313	6		3200		0			成品家具			77115021			3003		0				60	9999	105	79	3
370111	6		3300		0			成品家具			77115022			11002		3				60	9999	85	64	3
360407	6		2500		0			成品家具			77108012			11002		3				60	9999	85	64	3
360408	6		2500		0			成品家具			77108013			11003		3				60	9999	85	64	3
360409	6		2500		0			成品家具			77108014			11003		3				60	9999	85	64	3
360410	6		2500		0			成品家具			77108015			11003		3				60	9999	220	199	3
360411	6		2500		0			成品家具			77108016			7008		0				60	9999	115	97	3
360412	6		2500		0			成品家具			77108017			7008		0				90	9999	115	97	4
360413	6		2500		0			成品家具			77108018			7008		0				60	9999	115	97	3
360414	6		500		0			成品家具			77108019			1004		5		1		60	9999	305	305	3
361502	6		4100		0			成品家具			77103013			3005		0				60	9999	85	64	3
362108	6		3100		0			成品家具			77105007			4001		0				30	9999	85	64	2
364107	6		4900		0			成品家具			77112016			5003		1				90	9999	85	64	4
364108	6		4900		0			成品家具			77112017			5003		1				90	9999	85	64	4
364109	6		4900		0			成品家具			77112018			5003		1				90	9999	85	64	4
364110	6		4900		0			成品家具			77112019			5003		1				90	9999	85	64	4
361209	6		3900		0			成品家具			77110017			3002		0				90	9999	169	127	4
361210	6		3900		0			成品家具			77110018			3002		0				90	9999	172	129	4
370112	6		3300		0			成品家具			77110019			3001		0				60	9999	254	191	3
370113	6		3300		0			成品家具			77110020			3001		0				60	9999	169	127	3
370114	6		3300		0			成品家具			77110021			3001		0				60	9999	85	64	3
362211	6		2400		0			成品家具			77104010			4002		0				60	9999	109	82	3
362212	6		2400		0			成品家具			77104011			4002		0				60	9999	85	64	3
362213	6		2400		0			成品家具			77104012			4002		0				90	9999	85	64	4
370115	6		3300		0			成品家具			77104013			4002		0				60	9999	85	64	3
362214	6		2400		0			成品家具			77104014			4002		0				90	9999	85	64	4
362215	6		2400		0			成品家具			77104015			4002		0				90	9999	185	139	4
362216	6		2400		0			成品家具			77104016			4002		0				90	9999	355	334	4
361314	6		3200		0			成品家具			77104017			3003		0				90	9999	101	76	4
363315	6		4800		0			成品家具			77104018			11002		3				60	9999	95	72	3
363316	6		4800		0			成品家具			77104019			11002		3				60	9999	85	64	3
363317	6		4800		0			成品家具			77104020			11002		3				60	9999	85	64	3
363318	6		4800		0			成品家具			77104021			11002		3				60	9999	85	64	3
361403	6		4200		0			成品家具			77109003			3006		0				60	9999	137	103	3
370512	6		1400		0			成品家具			77200108			6006		0				60	9999	60	45	3
371116	6		900		0			成品家具			77215038			6003		0				60	9999	735	735	3
371227	6		800		0			成品家具			77215039			6002		0				60	9999	35	24	3
371228	6		800		0			成品家具			77215040			6002		0				60	9999	35	24	3
372227	6		1700		0			成品家具			77215041			10002		0				20	9999	35	24	3
371229	6		800		0			成品家具			77215042			6002		0				60	9999	35	24	3
361315	6		3200		0			成品家具			77103014			3003		0				60	9999	169	127	3
361316	6		3200		0			成品家具			77103015			3003		0				60	9999	85	64	3
371230	6		800		0			成品家具			77215043			6002		0				60	9999	195	171	3
373333	6		800		0			成品家具			77204067			7005		0				60	9999	95	71	3
